"BHID";"FROM";"TO";"LENGTH";"CODE";"Minéralogie";"Minéralisation";"DESCRIPTION";"Poids(Kg) p";"Poids(Kg) g";"Poids Récupéré (Kg)";"Poids Théorique (Kg)";"Taux de Récupération (%)";"PROJECT"
RMZ-RC-92;20;21;;PEL;;;Pélites noires;4.4;11;15.4;38.465;40.04;
RMZ-RC-92;21;22;;PEL;;;Pélites noires;7.2;18.4;25.6;38.465;66.55;
RMZ-RC-92;22;23;;PEL;;PY;Pélites noires+Py;8.9;20.3;29.2;38.465;75.91;
RMZ-RC-92;23;24;;PEL;;PY;Pélites noires+Py;7.9;27.9;35.8;38.465;93.07;
RMZ-RC-92;24;25;;GRE;;PY;Grès altérés+Py;9.9;28;37.9;38.465;98.53;
RMZ-RC-92;25;26;;GRE;;PY;Grès altérés+trace de Py;9;28;37;38.465;96.19;
RMZ-RC-92;26;27;;GRE;;PY;Grès altérés+trace de Py;9.9;27.9;37.8;38.465;98.27;
RMZ-RC-92;27;28;;GRE;;;Grès altérés;7.9;23;30.9;38.465;80.33;
RMZ-RC-92;28;29;;GRE;;PY;Grès +épsilon de Py;8.9;21.3;30.2;38.465;78.51;
RMZ-RC-92;29;30;;GRE;;;Grès altérés;9.3;23.1;32.4;38.465;84.23;
RMZ-RC-92;30;31;;GRE;;;Grès altérés;9.2;28.9;38.1;38.465;99.05;
RMZ-RC-92;31;32;;GRE;;;Grès altérés;9.2;29;38.2;38.465;99.31;
RMZ-RC-92;32;33;;GRE;;;Grès altérés;10;27.2;37.2;38.465;96.71;
RMZ-RC-92;33;34;;GRE;;;Grès altérés;8.7;26.2;34.9;38.465;90.73;
RM-67-StNE-TREFR70;0;2.2;;ST;;;;;;;;;
RMZ-RC-92;34;35;;GRE;;;Grès altérés;10.4;23.1;33.5;38.465;87.09;
RMZ-RC-92;35;36;;GRE;;;Grès altérés;9;27.4;36.4;38.465;94.63;
RMZ-RC-92;36;37;;GRE;;;Grès altérés;7.2;21;28.2;38.465;73.31;
RMZ-RC-92;37;38;;GRE;;;Grès altérés;6.9;27;33.9;38.465;88.13;
RMZ-RC-92;38;39;;GRE;;;Grès altérés;8.9;24;32.9;38.465;85.53;
RMZ-RC-92;39;40;;GRE;;;Grès altérés;7.2;21.9;29.1;38.465;75.65;
RMZ-RC-93;0;1;;RAS;;;Avant trou;4.9;16;20.9;38.465;54.34;
RMZ-RC-93;1;2;;GRE;;;Grès altérés;6.9;21.9;28.8;38.465;74.87;
RMZ-RC-93;2;3;;GRE;;;Grès altérés;7.2;28;35.2;38.465;91.51;
RMZ-RC-93;3;4;;GRE;;;Grès altérés;9;21.3;30.3;38.465;78.77;
RMZ-RC-93;4;5;;GRE;;;Grès altérés;7.9;20.6;28.5;38.465;74.09;
RMZ-RC-93;5;6;;PEL;;;Pélites altérés;5.5;29;34.5;38.465;89.69;
RMZ-RC-93;6;7;;PEL;;;Pélites altérés;4.5;16.7;21.2;38.465;55.12;
RMZ-RC-93;7;8;;PEL;;;Pélites altérés;7;22;29;38.465;75.39;
RMZ-RC-93;8;9;;PEL;;;Pélites altérés;6.4;23.6;30;38.465;77.99;
RMZ-RC-93;9;10;;PEL;;;Pélites altérés;6.2;24;30.2;38.465;78.51;
RMZ-RC-93;10;11;;PEL;;;Pélites altérés;5;17.2;22.2;38.465;57.71;
RMZ-RC-93;11;12;;PEL;;;Pélites altérés;5.2;20;25.2;38.465;65.51;
RMZ-RC-93;12;13;;PEL;;;Pélites altérés;5.9;23;28.9;38.465;75.13;
RMZ-RC-93;13;14;;PEL;;;Pélites altérés;5.8;18;23.8;38.465;61.87;
RMZ-RC-93;14;15;;PEL;;;Pélites noires;6;29.4;35.4;38.465;92.03;
RMZ-RC-93;15;16;;PEL;;;Pélites noires;9;25;34;38.465;88.39;
RMZ-RC-93;16;17;;PEL;;;Pélites noires;8;26;34;38.465;88.39;
RMZ-RC-93;17;18;;PEL;;;Pélites noires;8;26;34;38.465;88.39;
RMZ-RC-93;18;19;;PEL;;;Pélites noires;8.2;27;35.2;38.465;91.51;
RMZ-RC-93;19;20;;PEL;;;Pélites noires;10;20.3;30.3;38.465;78.77;
RMZ-RC-94;0;1;;RAS;;;Avant trou;5.2;19.9;25.1;38.465;65.25;
RMZ-RC-94;1;2;;GRE;;;Grès altérés;7;27;34;38.465;88.39;
RMZ-RC-94;2;3;;GRE;;;Grès altérés;7.9;23;30.9;38.465;80.33;
RMZ-RC-94;3;4;;GRE;;;Grès altérés;8.9;29;37.9;38.465;98.53;
RMZ-RC-94;4;5;;PEL;;;Pélites altérés;4;23;27;38.465;70.19;
RMZ-RC-94;5;6;;PEL;;;Pélites altérés;5.7;24.7;30.4;38.465;79.03;
RMZ-RC-94;6;7;;PEL;;;Pélites altérés;5.2;20.8;26;38.465;67.59;
RMZ-RC-94;7;8;;PEL;;;Pélites altérés;5.2;16.5;21.7;38.465;56.41;
RMZ-RC-94;8;9;;PEL;;;Pélites altérés;4.2;17;21.2;38.465;55.12;
RMZ-RC-94;9;10;;PEL;;;Pélites altérés;7.2;25;32.2;38.465;83.71;
RMZ-RC-94;10;11;;PEL;;;Pélites altérés;7;22;29;38.465;75.39;
RMZ-RC-94;11;12;;PEL;;;Pélites altérés;6.1;23.5;29.6;38.465;76.95;
RMZ-RC-94;12;13;;PEL;;;Pélites altérés;5.2;22;27.2;38.465;70.71;
RMZ-RC-94;13;14;;PEL;;;Pélites altérés;6.5;22;28.5;38.465;74.09;
RMZ-RC-94;14;15;;PEL;;;Pélites altérés;7;21;28;38.465;72.79;
RMZ-RC-94;15;16;;PEL;;;Pélites altérés;7;22;29;38.465;75.39;
RMZ-RC-94;16;17;;PEL;;;Pélites noires;8;29.5;37.5;38.465;97.49;
RMZ-RC-94;17;18;;PEL;;;Pélites noires;8;27;35;38.465;90.99;
RMZ-RC-94;18;19;;PEL;;;Pélites noires;7;22.5;29.5;38.465;76.69;
RMZ-RC-94;19;20;;PEL;;;Pélites noires;8;30;38;38.465;98.79;
RMZ-RC-94;26;27;;PEL;;PY;Pélites noires+Py;8.9;28;36.9;38.465;95.93;
RMZ-RC-94;29;30;;GRE;;PY;Grès altérés+épsilon de Py;9;21.2;30.2;38.465;78.51;
RMZ-RC-94;30;31;;GRE;;;Grès altérés;9.4;28.2;37.6;38.465;97.75;
RMZ-RC-94;31;32;;GRE;;;Grès altérés;9;28;37;38.465;96.19;
RMZ-RC-94;32;33;;GRE;;;Grès altérés;9.4;26;35.4;38.465;92.03;
RMZ-RC-94;33;34;;GRE;;;Grès altérés;10;25;35;38.465;90.99;
RMZ-RC-94;34;35;;GRE;;;Grès altérés;10.1;22.3;32.4;38.465;84.23;
RMZ-RC-94;35;36;;GRE;;;Grès altérés;9.9;28;37.9;38.465;98.53;
RMZ-RC-94;36;37;;GRE;;;Grès altérés;11;24.1;35.1;38.465;91.25;
RMZ-RC-94;37;38;;GRE;;;Grès altérés;11;23;34;38.465;88.39;
RMZ-RC-94;38;39;;GRE;;;Grès altérés;9;24.4;33.4;38.465;86.83;
RMZ-RC-94;39;40;;GRE;;;Grès altérés;10;28;38;38.465;98.79;
RMZ-RC-95;0;1;;RAS;;;Avant trou;2.6;8.4;11;38.465;28.6;
RMZ-RC-95;1;2;;PEL;;;Pélites altérés;6;20;26;38.465;67.59;
RMZ-RC-95;2;3;;PEL;;;Pélites altérés;6;21;27;38.465;70.19;
RM-67-StNE-TREFR71;0;2.3;;ST;;;;;;;;;
RMZ-RC-95;3;4;;PEL;;;Pélites altérés;7;22.4;29.4;38.465;76.43;
RMZ-RC-95;4;5;;PEL;;;Pélites altérés;7.2;26.7;33.9;38.465;88.13;
RMZ-RC-95;5;6;;PEL;;;Pélites altérés;6.4;20;26.4;38.465;68.63;
RMZ-RC-95;6;7;;PEL;;;Pélites altérés;5;15;20;38.465;52;
RMZ-RC-95;7;8;;PEL;;;Pélites altérés;5;17;22;38.465;57.19;
RMZ-RC-95;8;9;;PEL;;;Pélites altérés;6;18;24;38.465;62.39;
RMZ-RC-95;9;10;;PEL;;;Pélites altérés;7;21;28;38.465;72.79;
RMZ-RC-95;10;11;;PEL;;;Pélites altérés;6;22;28;38.465;72.79;
RMZ-RC-95;11;12;;PEL;;;Pélites altérés;7.4;26;33.4;38.465;86.83;
RMZ-RC-95;12;13;;PEL;;;Pélites altérés;6.9;26;32.9;38.465;85.53;
RMZ-RC-95;13;14;;PEL;;;Pélites altérés;5.2;17;22.2;38.465;57.71;
RMZ-RC-95;14;15;;PEL;;;Pélites altérés;6.2;24;30.2;38.465;78.51;
RMZ-RC-95;15;16;;PEL;;;Pélites altérés;6;26;32;38.465;83.19;
RMZ-RC-95;16;17;;PEL;;;Pélites noires;6.9;25;31.9;38.465;82.93;
RMZ-RC-95;17;18;;PEL;;;Pélites noires;7.9;23;30.9;38.465;80.33;
RMZ-RC-95;18;19;;PEL;;;Pélites noires;8;20.3;28.3;38.465;73.57;
RMZ-RC-95;19;20;;PEL;;;Pélites noires;8;30;38;38.465;98.79;
RMZ-RC-95;20;21;;PEL;;;Pélites noires;8;28;36;38.465;93.59;
RMZ-RC-95;21;22;;PEL;;;Pélites noires;7.2;25;32.2;38.465;83.71;
RMZ-RC-95;22;23;;PEL;;;Pélites noires;8;22;30;38.465;77.99;
RMZ-RC-95;23;24;;PEL;;;Pélites noires;7;22;29;38.465;75.39;
RMZ-RC-95;24;25;;PEL;;;Pélites noires;8;26;34;38.465;88.39;
RMZ-RC-95;25;26;;PEL;;;Pélites noires;8;26;34;38.465;88.39;
RMZ-RC-95;26;27;;PEL;;;Pélites noires;8;26.4;34.4;38.465;89.43;
RMZ-RC-95;27;28;;PEL;;PY;Pélites noires+épsilon de Py;9.9;21.4;31.3;38.465;81.37;
RMZ-RC-95;28;29;;PEL;;PY;Pélites noires+épsilon de Py;8.9;31;39.9;38.465;103.73;
RMZ-RC-95;29;30;;GRE;;PY;Grés altérés+épsilon de Py;8.9;25;33.9;38.465;88.13;
RMZ-RC-95;30;31;;GRE;;;Grés altérés;7;25;32;38.465;83.19;
RMZ-RC-95;31;32;;GRE;;;Grés altérés;8.7;25;33.7;38.465;87.61;
RMZ-RC-95;32;33;;GRE;;;Grés altérés;9;26;35;38.465;90.99;
RMZ-RC-95;33;34;;GRE;;;Grés altérés;7;25;32;38.465;83.19;
RMZ-RC-95;34;35;;GRE;;PY;Grés altérés+Py;6.1;22.3;28.4;38.465;73.83;
RMZ-RC-95;35;36;;GRE;;PY;Grés altérés+épsilon de Py;8.4;26;34.4;38.465;89.43;
RMZ-RC-95;36;37;;GRE;;;Grés altérés;10;23.1;33.1;38.465;86.05;
RMZ-RC-95;37;38;;GRE;;;Grés altérés;10;23.1;33.1;38.465;86.05;
RMZ-RC-95;38;39;;GRE;;;Grés altérés;10;26.4;36.4;38.465;94.63;
RMZ-RC-95;39;40;;GRE;;;Grés altérés;10;24.1;34.1;38.465;88.65;
RMZ-RC-95;40;41;;GRE;;;Grés altérés;10.9;22.3;33.2;38.465;86.31;
RMZ-RC-95;41;42;;GRE;;;Grés altérés;7.4;27;34.4;38.465;89.43;
RMZ-RC-95;42;43;;GRE;;;Grés altérés;9;23;32;38.465;83.19;
RMZ-RC-95;43;44;;GRE;;;Grés altérés;19.4;9.4;28.8;38.465;74.87;
RMZ-RC-95;44;45;;GRE;;;Grés altérés;10;22.6;32.6;38.465;84.75;
RMZ-RC-95;45;46;;GRE;;;Grés altérés;9.9;25.2;35.1;38.465;91.25;
RMZ-RC-95;46;47;;GRE;;;Grés altérés;10;25.9;35.9;38.465;93.33;
RMZ-RC-95;47;48;;GRE;;;Grés altérés;7.9;22.9;30.8;38.465;80.07;
RMZ-RC-95;48;49;;GRE;;;Grés altérés;9.9;28;37.9;38.465;98.53;
RMZ-RC-95;49;50;;GRE;;;Grés altérés;8;23;31;38.465;80.59;
RMZ-RC-95;50;51;;GRE;;;Grés altérés;8.4;22;30.4;38.465;79.03;
RMZ-RC-95;51;52;;GRE;;;Grés altérés;9.9;27;36.9;38.465;95.93;
RMZ-RC-95;52;53;;GRE;;;Grés altérés;8.9;23.2;32.1;38.465;83.45;
RMZ-RC-95;53;54;;GRE;;;Grés altérés;11.2;20.5;31.7;38.465;82.41;
RMZ-RC-95;54;55;;GRE;;;Grés altérés;10.4;22.3;32.7;38.465;85.01;
RMZ-RC-95;55;56;;GRE;;;Grés altérés;11.8;23.6;35.4;38.465;92.03;
RMZ-RC-95;56;57;;GRE;;;Grés altérés;11.2;23.1;34.3;38.465;89.17;
RMZ-RC-95;57;58;;GRE;;;Grés altérés;9;25;34;38.465;88.39;
RMZ-RC-95;58;59;;GRE;;;Grés altérés;12.4;23.6;36;38.465;93.59;
RMZ-RC-95;59;60;;GRE;;;Grés altérés;11;20;31;38.465;80.59;
RMZ-RC-95;60;61;;GRE;;;Grés altérés;13;22.3;35.3;38.465;91.77;
RMZ-RC-95;61;62;;GRE;;;Grés altérés;11;25;36;38.465;93.59;
RMZ-RC-95;62;63;;GRE;;;Grés altérés;7;25;32;38.465;83.19;
RMZ-RC-96;0;1;;RAS;;;Avant trou;3;11;14;38.465;36.4;
RMZ-RC-96;1;2;;PEL;;;Pélites altérés;7.4;23.2;30.6;38.465;79.55;
RMZ-RC-96;2;3;;PEL;;;Pélites altérés;8.2;25.1;33.3;38.465;86.57;
RMZ-RC-96;3;4;;PEL;;;Pélites altérés;8;25.4;33.4;38.465;86.83;
RMZ-RC-96;4;5;;PEL;;;Pélites altérés;7;22;29;38.465;75.39;
RMZ-RC-96;5;6;;PEL;;;Pélites altérés;6;20.1;26.1;38.465;67.85;
RMZ-RC-96;6;7;;PEL;;;Pélites altérés;4.9;14;18.9;38.465;49.14;
RMZ-RC-96;7;8;;PEL;;;Pélites altérés;5.4;17.2;22.6;38.465;58.75;
RMZ-RC-96;8;9;;PEL;;;Pélites altérés;7.2;22;29.2;38.465;75.91;
RMZ-RC-96;9;10;;PEL;;;Pélites altérés;6.2;22;28.2;38.465;73.31;
RMZ-RC-96;10;11;;PEL;;;Pélites altérés;5.9;23;28.9;38.465;75.13;
RMZ-RC-96;11;12;;PEL;;;Pélites altérés;6.9;22.4;29.3;38.465;76.17;
RMZ-RC-96;12;13;;PEL;;;Pélites altérés;6;22.1;28.1;38.465;73.05;
RMZ-RC-96;13;14;;PEL;;;Pélites altérés;6.9;21.4;28.3;38.465;73.57;
RMZ-RC-96;14;15;;PEL;;;Pélites altérés;7.9;22.1;30;38.465;77.99;
RMZ-RC-96;15;16;;PEL;;;Pélites noires;7.4;24;31.4;38.465;81.63;
RMZ-RC-96;16;17;;PEL;;Py;Pélites noires+ Trace de Py;9;25.4;34.4;38.465;89.43;
RMZ-RC-96;17;18;;PEL;;Py;Pélites noires+ Trace de Py;8.9;27.4;36.3;38.465;94.37;
RMZ-RC-96;18;19;;PEL;;Py;Pélites noires+ Trace de Py;8;29.1;37.1;38.465;96.45;
RMZ-RC-97;0;1;;RAS;;;Avant trou;5.4;18;23.4;38.465;60.83;
RMZ-RC-97;1;2;;PEL;;;Pélites altérés;7;24;31;38.465;80.59;
RMZ-RC-97;2;3;;PEL;;;Pélites altérés;7;21.4;28.4;38.465;73.83;
RMZ-RC-97;3;4;;PEL;;;Pélites altérés;8.9;24.9;33.8;38.465;87.87;
RMZ-RC-97;4;5;;PEL;;;Pélites altérés;11;20.9;31.9;38.465;82.93;
RMZ-RC-97;5;6;;PEL;;;Pélites altérés;6.9;19;25.9;38.465;67.33;
RMZ-RC-97;6;7;;PEL;;;Pélites altérés;7.2;23.4;30.6;38.465;79.55;
RMZ-RC-97;7;8;;PEL;;;Pélites altérés;5.4;19;24.4;38.465;63.43;
RMZ-RC-97;8;9;;PEL;;;Pélites altérés;6.2;21.9;28.1;38.465;73.05;
RMZ-RC-97;9;10;;PEL;;;Pélites altérés;7;26.1;33.1;38.465;86.05;
RMZ-RC-97;10;11;;PEL;;;Pélites altérés;7;22;29;38.465;75.39;
RMZ-RC-97;11;12;;PEL;;;Pélites altérés;3.4;12;15.4;38.465;40.04;
RMZ-RC-97;12;13;;PEL;;;Pélites altérés;5.9;19;24.9;38.465;64.73;
RMZ-RC-97;13;14;;PEL;;;Pélites altérés;7;21.4;28.4;38.465;73.83;
RMZ-RC-97;14;15;;PEL;;;Pélites altérés;6.4;23;29.4;38.465;76.43;
RMZ-RC-97;15;16;;PEL;;;Pélites altérés;7.4;23.9;31.3;38.465;81.37;
RMZ-RC-97;16;17;;PEL;;;Pélites noires;6;22.4;28.4;38.465;73.83;
RMZ-RC-97;17;18;;PEL;;;Pélites noires;6.9;23;29.9;38.465;77.73;
RMZ-RC-97;18;19;;PEL;;Py;Pélites noires+Py;8;27;35;38.465;90.99;
RMZ-RC-97;19;20;;PEL;;Py;Pélites noires+Py;10;23.1;33.1;38.465;86.05;
RMZ-RC-98;0;1;;RAS;;;Avant trou;6.2;16;22.2;38.465;57.71;
RMZ-RC-98;1;2;;PEL;;;Pélites altérés;7;26;33;38.465;85.79;
RMZ-RC-98;2;3;;PEL;;;Pélites altérés;9.4;27;36.4;38.465;94.63;
RMZ-RC-98;3;4;;PEL;;;Pélites altérés;10;27;37;38.465;96.19;
RMZ-RC-98;4;5;;PEL;;;Pélites altérés;9.9;28;37.9;38.465;98.53;
RMZ-RC-98;5;6;;PEL;;;Pélites altérés;6;12.9;18.9;38.465;49.14;
RMZ-RC-98;6;7;;PEL;;;Pélites altérés;6;21;27;38.465;70.19;
RMZ-RC-98;7;8;;PEL;;;Pélites altérés;5;14;19;38.465;49.4;
RMZ-RC-98;8;9;;PEL;;;Pélites altérés;5;15;20;38.465;52;
RMZ-RC-98;9;10;;PEL;;;Pélites altérés;6.4;17.8;24.2;38.465;62.91;
RMZ-RC-98;10;11;;PEL;;;Pélites altérés;7;12;19;38.465;49.4;
RMZ-RC-98;11;12;;PEL;;;Pélites altérés;8;20;28;38.465;72.79;
RMZ-RC-98;12;13;;PEL;;;Pélites altérés;7.1;23;30.1;38.465;78.25;
RMZ-RC-98;13;14;;PEL;;;Pélites altérés;7.2;25.1;32.3;38.465;83.97;
RMZ-RC-98;14;15;;PEL;;;Pélites altérés;7.9;30;37.9;38.465;98.53;
RMZ-RC-98;15;16;;PEL;;;Pélites altérés;5.5;20;25.5;38.465;66.29;
RMZ-RC-98;16;17;;PEL;;;Pélites noires;6;21;27;38.465;70.19;
RMZ-RC-98;17;18;;PEL;;;Pélites noires;6.4;20;26.4;38.465;68.63;
RMZ-RC-98;18;19;;PEL;;;Pélites noires;5;15.1;20.1;38.465;52.26;
RMZ-RC-98;19;20;;PEL;;;Pélites noires;6.9;20;26.9;38.465;69.93;
RMZ-RC-98;20;21;;PEL;;;Pélites noires;7.4;22;29.4;38.465;76.43;
RMZ-RC-98;21;22;;PEL;;Py;Pélites noires+ Trace de Py;8;25;33;38.465;85.79;
RMZ-RC-98;22;23;;PEL;;Py;Pélites noires+ Trace de Py;10;28;38;38.465;98.79;
RMZ-RC-98;23;24;;PEL;;Py;Pélites noires+ Trace de Py;11;23.5;34.5;38.465;89.69;
RMZ-RC-98;24;25;;PEL;;Py;Pélites noires+ Trace de Py;7.4;28;35.4;38.465;92.03;
RMZ-RC-98;25;26;;PEL;;Py;Pélites noires+ Trace de Py;9;24;33;38.465;85.79;
RMZ-RC-98;26;27;;PEL;;Py;Pélites noires+ Trace de Py;10;26;36;38.465;93.59;
RMZ-RC-98;35;36;;PEL;;Py;Pélites noires+ Py;7;17;24;38.465;62.39;
RMZ-RC-98;36;37;;PEL;;Py;Pélites noires+ Py;4.2;17.4;21.6;38.465;56.15;
RMZ-RC-98;37;38;;PEL;;Py;Pélites noires+ Py;8.2;23.5;31.7;38.465;82.41;
RMZ-RC-98;38;39;;PEL;;Py;Pélites noires+ Py;8.7;24.5;33.2;38.465;86.31;
RMZ-RC-98;39;40;;PEL;;Py;Pélites noires+ Py;8.9;25;33.9;38.465;88.13;
RMZ-RC-98;40;41;;PEL;;Py;Pélites noires+ Py;9;14.1;23.1;38.465;60.05;
RMZ-RC-98;41;42;;PEL;;Py;Pélites noires+ Py;4.9;28;32.9;38.465;85.53;
RMZ-RC-98;42;43;;GRE;;Py;Grés altérés+Trace de Py;11.5;17.8;29.3;38.465;76.17;
RMZ-RC-98;43;44;;GRE;;Py;Grés altérés+Trace de Py;5.2;20.1;25.3;38.465;65.77;
RMZ-RC-98;44;45;;GRE;;Py;Grés altérés+Trace de Py;5.9;26.9;32.8;38.465;85.27;
RM-67-StNE-TREFR7;0;2.6;;ST;;;;;;;;;
RMZ-RC-98;45;46;;GRE;;Py;Grés altérés+Trace de Py;8.9;26;34.9;38.465;90.73;
RMZ-RC-98;46;47;;GRE;;Py;Grés altérés+Trace de Py;8.7;13;21.7;38.465;56.41;
RMZ-RC-98;47;48;;GRE;;Py;Grés altérés+Trace de Py;9;15.4;24.4;38.465;63.43;
RMZ-RC-98;48;49;;GRE;;Py;Grés altérés+Trace de Py;12;17;29;38.465;75.39;
RMZ-RC-98;49;50;;GRE;;Py+Cpy;Grés altérés+ epsilon Cpy+ Trace de Py;8;23;31;38.465;80.59;
RMZ-RC-98;52;53;;GRE;;Cpy+Py+Pbs;Grés + Pbs+ Cpy+ Py;9.8;21.3;31.1;38.465;80.85;
RMZ-RC-98;53;54;;GRE;;Cpy+Py+Pbs;Grés + Trace de Pbs +Cpy+Py;10;23.6;33.6;38.465;87.35;
RMZ-RC-98;56;57;;GRE;;Cpy+Py+Pbs;Grés +Py+ Trace de Cpy+ Trace de Pbs;14;22.5;36.5;38.465;94.89;
RMZ-RC-98;58;59;;GRE;;Cpy+Py+Pbs;Grés + epsilon Cpy+Pbs+Py;12;23.5;35.5;38.465;92.29;
RMZ-RC-98;59;60;;GRE;;Cpy+Pbs+Py;Grés altérés;10;27.4;37.4;38.465;97.23;
RMZ-RC-99;0;1;;RAS;;;Avant trou;3;11;14;38.465;36.4;
RMZ-RC-99;1;2;;PEL;;;Pélites altérés;8;27;35;38.465;90.99;
RMZ-RC-99;2;3;;PEL;;;Pélites altérés;10.2;23.6;33.8;38.465;87.87;
RMZ-RC-99;3;4;;PEL;;;Pélites altérés;9.3;23;32.3;38.465;83.97;
RMZ-RC-99;4;5;;PEL;;;Pélites altérés;7.4;25.6;33;38.465;85.79;
RMZ-RC-99;5;6;;PEL;;;Pélites altérés;5;17.1;22.1;38.465;57.45;
RMZ-RC-99;6;7;;PEL;;;Pélites altérés;6.4;10;16.4;38.465;42.64;
RMZ-RC-99;7;8;;PEL;;;Pélites altérés;8;16;24;38.465;62.39;
RMZ-RC-99;8;9;;PEL;;;Pélites altérés;6.9;17;23.9;38.465;62.13;
RMZ-RC-99;9;10;;PEL;;;Pélites altérés;7.2;18;25.2;38.465;65.51;
RMZ-RC-99;10;11;;PEL;;;Pélites altérés;6;16.2;22.2;38.465;57.71;
RMZ-RC-99;11;12;;PEL;;;Pélites altérés;6.2;15;21.2;38.465;55.12;
RMZ-RC-99;12;13;;PEL;;;Pélites altérés;6.2;21.9;28.1;38.465;73.05;
RMZ-RC-99;13;14;;PEL;;;Pélites altérés;4;14;18;38.465;46.8;
RMZ-RC-99;14;15;;PEL;;;Pélites altérés;6.9;24;30.9;38.465;80.33;
RMZ-RC-99;15;16;;PEL;;;Pélites altérés;6.9;21;27.9;38.465;72.53;
RMZ-RC-99;16;17;;PEL;;;Pélites noires;7.4;21.9;29.3;38.465;76.17;
RMZ-RC-99;17;18;;PEL;;;Pélites noires;8.4;26;34.4;38.465;89.43;
RMZ-RC-99;18;19;;PEL;;;Pélites noires;9.9;20.8;30.7;38.465;79.81;
RMZ-RC-99;19;20;;PEL;;;Pélites noires;9.2;25.5;34.7;38.465;90.21;
RMZ-RC-99;20;21;;PEL;;;Pélites noires;9.2;25.1;34.3;38.465;89.17;
RMZ-RC-99;21;22;;PEL;;;Pélites noires;9.2;28.4;37.6;38.465;97.75;
RMZ-RC-99;22;23;;PEL;;;Pélites noires;8;30;38;38.465;98.79;
RMZ-RC-99;23;24;;PEL;;;Pélites noires;8.2;23.4;31.6;38.465;82.15;
RMZ-RC-99;33;34;;PEL;;Py;Pélites noires+  Py;10;22.2;32.2;38.465;83.71;
RMZ-RC-99;34;35;;PEL;;Py;Pélites noires+  Py;8.6;26.3;34.9;38.465;90.73;
RMZ-RC-99;35;36;;PEL;;Py;Pélites noires+  Py;11.9;22;33.9;38.465;88.13;
RMZ-RC-99;36;37;;PEL;;Py;Pélites noires+  Py;7;28.9;35.9;38.465;93.33;
RMZ-RC-99;37;38;;PEL;;Py;Pélites noires+  Py;4.9;22.5;27.4;38.465;71.23;
RMZ-RC-99;38;39;;PEL;;Py;Pélites noires+  Py;11;18;29;38.465;75.39;
RMZ-RC-99;39;40;;PEL;;Py;Pélites noires+  Py;9;27;36;38.465;93.59;
RMZ-RC-99;40;41;;PEL;;Py;Pélites noires+  Py;8.9;28;36.9;38.465;95.93;
RMZ-RC-99;41;42;;PEL;;Py;Pélites noires+  Py;8.1;27.9;36;38.465;93.59;
RMZ-RC-99;42;43;;PEL;;Py;Pélites noires+  Py;9.9;28.4;38.3;38.465;99.57;
RMZ-RC-99;43;44;;PEL;;Py;Pélites noires+  Py;11;26.1;37.1;38.465;96.45;
RMZ-RC-99;44;45;;PEL;;Py;Pélites noires+  Py;10.4;21.9;32.3;38.465;83.97;
RMZ-RC-99;45;46;;PEL;;Py;Pélites noires+  Py;10.9;22.4;33.3;38.465;86.57;
RMZ-RC-99;46;47;;PEL;;Py;Pélites noires+  Py;8.5;25.1;33.6;38.465;87.35;
RMZ-RC-99;47;48;;PEL;;Py;Pélites noires+  Py;11.2;24;35.2;38.465;91.51;
RMZ-RC-99;48;49;;PEL;;Py;Pélites noires+  Py;10.4;22;32.4;38.465;84.23;
RMZ-RC-99;49;50;;PEL;;Py;Pélites noires+  Py;11.9;24.4;36.3;38.465;94.37;
RMZ-RC-99;50;51;;PEL;;Py;Pélites noires+  Py;10;21;31;38.465;80.59;
RMZ-RC-99;51;52;;PEL;;Py;Pélites noires+  Py;10.9;19.1;30;38.465;77.99;
RMZ-RC-99;52;53;;PEL;;Py;Pélites noires+  Py;10.1;19;29.1;38.465;75.65;
RMZ-RC-99;62;63;;GRE;;;Grés altérés;11.9;15.4;27.3;38.465;70.97;
RMZ-RC-99;63;64;;GRE;;;Grés altérés;9.9;17;26.9;38.465;69.93;
RMZ-RC-99;64;65;;GRE;;;Grés altérés;11.9;22;33.9;38.465;88.13;
RMZ-RC-99;65;66;;GRE;;;Grés altérés;9.4;26.9;36.3;38.465;94.37;
RMZ-RC-99;66;67;;GRE;;;Grés altérés;10;15;25;38.465;64.99;
RMZ-RC-99;67;68;;GRE;;;Grés altérés;12;21.9;33.9;38.465;88.13;
RMZ-RC-99;68;69;;GRE;;;Grés altérés;11.9;24.7;36.6;38.465;95.15;
RMZ-RC-99;69;70;;GRE;;;Grés altérés;10;25;35;38.465;90.99;
RMZ-RC-99;70;71;;GRE;;;Grés altérés;13;22.3;35.3;38.465;91.77;
RMZ-RC-99;75;76;;GRE;;Cpy;Grés epsilon +Cpy;10;13;23;38.465;59.79;
RMZ-RC-99;76;77;;GRE;;;Gré altérés;10;19;29;38.465;75.39;
RM-67-StNE-TREFR1;0;2.5;;ST;;;;;;;;;
RM-67-StNE-TREFR2;0;2.6;;ST;;;;;;;;;
RM-67-StNE-TREFR3;0;2.6;;ST;;;;;;;;;
RM-67-StNE-TREFR4;0;2.7;;ST;;;;;;;;;
RM-67-StNE-TREFR5;0;2.7;;ST;;;;;;;;;
RM-67-StNE-TREFR6;0;2.5;;ST;;;;;;;;;
RM-67-StNE-TREFR20;0;1.4;;ST;;;;;;;;;
RM-67-StNE-TREFR21;0;1.4;;ST;;;;;;;;;
