"BHID";"FROM";"TO";"LENGTH";"CODE";"Minéralogie";"Minéralisation";"DESCRIPTION";"Poids(Kg) p";"Poids(Kg) g";"Poids Récupéré (Kg)";"Poids Théorique (Kg)";"Taux de Récupération (%)";"PROJECT"
BN-EXW-ROC5;16.0;17.0;1.0;ST;"";QZ+SIDR+BARY;Idem;;;;;;EXW_0726
BN-EXW-ROC5;17.0;18.0;1.0;ST;"";QZ+SIDR+BARY;Qtz+sidirite oxy+greseux pelies+malachite;;;;;;EXW_0726
BN-EXW-ROC5;18.0;19.0;1.0;ST;"";QZ+SIDR+BARY;Idem;;;;;;EXW_0726
BN-EXW-ROC5;19.0;20.0;1.0;GRE;MCH;"";Gres silisifier+Elt de pelite noire;;;;;;EXW_0726
BN-EXW-ROC5;20.0;22.0;2.0;GRE;MCH;"";Idem;;;;;;EXW_0726
BN-EXW-ROC5;22.0;23.0;1.0;GRE;MCH;"";Idem;;;;;;EXW_0726
BN-EXW-ROC5;23.0;26.0;3.0;GRE;MCH;"";Idem+Eau;;;;;;EXW_0726
BN-EXW-ROC6;1.0;2.0;1.0;"";MCH;"";Recouvrement;;;;;;EXW_0726
BN-EXW-ROC6;2.0;14.0;12.0;"";MCH;"";Gres silisifies hematitise alteres;;;;;;EXW_0726
BN-EXW-ROC6;14.0;15.0;1.0;"";MCH;"";Idem;;;;;;EXW_0726
BN-EXW-ROC6;15.0;16.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC6;16.0;17.0;1.0;"";"";"";gresopelite altere beige;;;;;;EXW_0726
BN-EXW-ROC6;17.0;18.0;1.0;"";"";"";Gres silisifies;;;;;;EXW_0726
BN-EXW-ROC6;18.0;19.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC6;19.0;20.0;1.0;"";"";"";Qtz+ gres grisatre;;;;;;EXW_0726
BN-EXW-ROC6;20.0;21.0;1.0;"";"";"";Qtz blanc+malachite;;;;;;EXW_0726
BN-EXW-ROC6;21.0;22.0;1.0;"";"";"";Qtz+ gres +malachite cristalise;;;;;;EXW_0726
BN-EXW-ROC6;22.0;23.0;1.0;"";"";"";gres+Qtz+pelite+ malachite;;;;;;EXW_0726
BN-EXW-ROC6;23.0;24.0;1.0;"";"";"";gres+Qtz+bayte+ malachite;;;;;;EXW_0726
BN-EXW-ROC6;24.0;25.0;1.0;"";"";"";gresopelite noire a eau;;;;;;EXW_0726
BN-EXW-ROC6;25.0;33.0;8.0;"";"";"";Idem (fin de sondage);;;;;;EXW_0726
BN-EXW-ROC7;1.0;2.0;1.0;"";"";"";sol;;;;;;EXW_0726
BN-EXW-ROC7;2.0;9.0;7.0;"";"";"";gre altere et siltite;;;;;;EXW_0726
BN-EXW-ROC7;9.0;16.0;7.0;"";"";"";Qtz + ges alterer zt siltite;;;;;;EXW_0726
BN-EXW-ROC7;16.0;17.0;1.0;"";"";"";Qtz + ges asiliccifie altere;;;;;;EXW_0726
BN-EXW-ROC7;17.0;18.0;1.0;"";"";"";Qtz+Ba+sid oxy et quelques elt de malachite;;;;;;EXW_0726
BN-EXW-ROC7;18.0;19.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC7;19.0;20.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC7;20.0;21.0;1.0;"";"";"";Qtz+Ba+sid oxy et quelques elt de malachite;;;;;;EXW_0726
BN-EXW-ROC7;21.0;22.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC7;22.0;23.0;1.0;"";"";"";Qtz+Ba+sid oxy et quelques elt de malachite (percement 23-24);;;;;;EXW_0726
BN-EXW-ROC8;0.0;3.0;3.0;"";"";"";sol;;;;;;EXW_0726
BN-EXW-ROC8;3.0;4.0;1.0;"";"";"";gres fracture rougeatre;;;;;;EXW_0726
BN-EXW-ROC8;4.0;5.0;1.0;"";"";"";Gres silicifies;;;;;;EXW_0726
BN-EXW-ROC8;5.0;16.0;11.0;"";"";"";Gres silicifies+ pelites;;;;;;EXW_0726
BN-EXW-ROC8;16.0;25.0;9.0;"";"";"";Gres silicifies;;;;;;EXW_0726
BN-EXW-ROC8;25.0;26.0;1.0;ST;"";QZ+SIDR+BARY;Qtz+Ba+sid hemtitise+ocre;;;;;;EXW_0726
BN-EXW-ROC8;26.0;27.0;1.0;ST;"";QZ+SIDR+BARY;siderite oxy +malachite;;;;;;EXW_0726
BN-EXW-ROC9;0.0;3.0;3.0;"";"";"";sol;;;;;;EXW_0726
BN-EXW-ROC9;3.0;9.0;6.0;"";"";"";Gres silicifies;;;;;;EXW_0726
BN-EXW-ROC9;9.0;14.0;5.0;"";"";""; ges et pelite alteres;;;;;;EXW_0726
BN-EXW-ROC9;14.0;18.0;4.0;"";"";"";Gres silicifies altere;;;;;;EXW_0726
BN-EXW-ROC9;18.0;19.0;1.0;"";"";"";gres altere biege+Elt de Qtz et de Ba+malachite;;;;;;EXW_0726
BN-EXW-ROC9;19.0;20.0;1.0;"";MCH;"";Idem;;;;;;EXW_0726
BN-EXW-ROC9;20.0;21.0;1.0;"";MCH;"";Idem;;;;;;EXW_0726
BN-EXW-ROC9;21.0;22.0;1.0;"";"";"";facies altere beige a elt de Qtz+ malachite;;;;;;EXW_0726
BN-EXW-ROC9;22.0;23.0;1.0;"";"";"";perte  ( vide );;;;;;EXW_0726
BN-EXW-ROC10;0.0;3.0;3.0;"";"";"";sol;;;;;;EXW_0726
BN-EXW-ROC10;3.0;9.0;6.0;"";"";"";Gres silisifies;;;;;;EXW_0726
BN-EXW-ROC10;9.0;12.0;3.0;"";"";"";ges et silite;;;;;;EXW_0726
BN-EXW-ROC10;12.0;18.0;6.0;"";"";"";Gres silisifies ;;;;;;EXW_0726
BN-EXW-ROC10;18.0;19.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC10;19.0;20.0;1.0;"";"";"";gres silisifies  a elt de malachite;;;;;;EXW_0726
BN-EXW-ROC10;20.0;21.0;1.0;"";"";"";gres silisifies  a elt de malachite;;;;;;EXW_0726
BN-EXW-ROC10;21.0;22.0;1.0;"";"";"";facies altere beige a elt de Qtz+ malachite  (Perce);;;;;;EXW_0726
BN-EXW-ROC11;0.0;3.0;3.0;"";"";"";sol;;;;;;EXW_0726
BN-EXW-ROC11;3.0;9.0;6.0;"";"";"";silite;;;;;;EXW_0726
BN-EXW-ROC11;9.0;17.0;8.0;"";"";"";Gres verdatre  silicifie;;;;;;EXW_0726
BN-EXW-ROC11;17.0;18.0;1.0;"";"";"";gres altere hematitise;;;;;;EXW_0726
BN-EXW-ROC11;18.0;19.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC11;19.0;20.0;1.0;"";"";"";facies altere hematitise+elt de malachite;;;;;;EXW_0726
BN-EXW-ROC11;20.0;21.0;1.0;"";"";"";ges altere+Qtz+Ba+malachite;;;;;;EXW_0726
BN-EXW-ROC11;21.0;22.0;1.0;ST;"";QZ+SIDR+BARY;facies altere+Qtz+Ba+malachite;;;;;;EXW_0726
BN-EXW-ROC20;17.0;18.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC11;22.0;23.0;1.0;ST;"";QZ+SIDR+BARY;facies altere hematitise+malachite;;;;;;EXW_0726
BN-EXW-ROC11;23.0;24.0;1.0;ST;"";QZ+SIDR+BARY;Qtz+Ba hematitise+ malachite;;;;;;EXW_0726
BN-EXW-ROC11;24.0;25.0;1.0;ST;"";QZ+SIDR+BARY;Qtz+ocres+mouche de malachite;;;;;;EXW_0726
BN-EXW-ROC11;25.0;26.0;1.0;"";"";"";facies altere+Qtz+Elt de malachite (Fin de sondage);;;;;;EXW_0726
BN-EXW-ROC12;0.0;1.0;1.0;"";"";"";sol;;;;;;EXW_0726
BN-EXW-ROC12;1.0;13.0;12.0;"";"";"";Gres;;;;;;EXW_0726
BN-EXW-ROC12;13.0;25.0;12.0;"";MCH;""; silite et ges ;;;;;;EXW_0726
BN-EXW-ROC12;25.0;31.0;6.0;"";MCH;"";Gres silisifies ;;;;;;EXW_0726
BN-EXW-ROC12;31.0;32.0;1.0;"";MCH;"";gres + pelite+ elt de Qtz;;;;;;EXW_0726
BN-EXW-ROC13;0.0;3.0;3.0;"";MCH;"";sol;;;;;;EXW_0726
BN-EXW-ROC13;3.0;6.0;3.0;"";"";"";Gres silisifies ;;;;;;EXW_0726
BN-EXW-ROC13;6.0;14.0;8.0;"";"";"";Gres silisifies hematitise alteres;;;;;;EXW_0726
BN-EXW-ROC13;14.0;17.0;3.0;"";"";"";Gres silisifies a Elt de Qtz;;;;;;EXW_0726
TRE_FR12_160;0.0;1.3;1.3;ST;"";"";"";;;;;;EXW_0726
BN-EXW-ROC13;17.0;18.0;1.0;"";"";"";Gres silisifies a Elt de Qtz de baryte et de malachite;;;;;;EXW_0726
BN-EXW-ROC13;18.0;19.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC13;19.0;20.0;1.0;"";"";"";Gres silisifies+ Qtz+ malachite cristalise;;;;;;EXW_0726
BN-EXW-ROC13;20.0;21.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC13;21.0;22.0;1.0;"";"";"";Gres silisifies+ sid oxy+ malachite cristalise Elt de Qtz et de Baryte;;;;;;EXW_0726
BN-EXW-ROC13;22.0;24.0;2.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC13;24.0;25.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC13;25.0;26.0;1.0;"";"";"";Gres silisifies aElt de sid oxy de Qtz et a rare trace de malachite;;;;;;EXW_0726
BN-EXW-ROC13;26.0;27.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC13;27.0;31.0;4.0;"";"";"";gres+ siltites;;;;;;EXW_0726
BN-EXW-ROC13;31.0;34.0;3.0;"";"";"";gres hematitise+ siltites (fin de sondage);;;;;;EXW_0726
BN-EXW-ROC14;0.0;2.0;2.0;"";"";"";sol;;;;;;EXW_0726
BN-EXW-ROC14;2.0;8.0;6.0;"";"";"";Gres silisifies  beige;;;;;;EXW_0726
BN-EXW-ROC14;8.0;20.0;12.0;"";"";"";Gres silisifies +siltites;;;;;;EXW_0726
BN-EXW-ROC14;20.0;24.0;4.0;"";"";"";siltites+gres;;;;;;EXW_0726
BN-EXW-ROC14;24.0;25.0;1.0;"";"";"";Gres silisifies hematitise ;;;;;;EXW_0726
TRE_FR34_160;2.0;3.0;1.0;ST;"";"";"";;;;;;EXW_0726
BN-EXW-ROC14;25.0;26.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC14;26.0;27.0;1.0;"";"";"";Gres silisifies hematitise  a rare trace de malachite;;;;;;EXW_0726
BN-EXW-ROC14;27.0;28.0;1.0;"";"";"";Gres silisifies hematitise +sid oxy+ Elt de Baryte de Qtz et de malachite;;;;;;EXW_0726
BN-EXW-ROC14;28.0;29.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC14;29.0;30.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC14;30.0;31.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC14;31.0;32.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC14;32.0;33.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC14;33.0;36.0;3.0;"";"";"";ges rougeatre hematitise;;;;;;EXW_0726
BN-EXW-ROC14;36.0;44.0;8.0;"";"";"";Gres silisifies  (fin de sondage);;;;;;EXW_0726
BN-EXW-ROC15;0.0;3.0;3.0;"";"";"";sol;;;;;;EXW_0726
BN-EXW-ROC15;4.0;6.0;2.0;"";"";"";alteration ges et siltite;;;;;;EXW_0726
BN-EXW-ROC15;7.0;11.0;4.0;"";"";"";Gres silisifies ;;;;;;EXW_0726
BN-EXW-ROC15;12.0;18.0;6.0;"";"";"";Gres silisifies hematitise a Elt de Baryte de Qtz blanc (coincement);;;;;;EXW_0726
BN-EXW-ROC16;0.0;3.0;3.0;"";"";"";sol;;;;;;EXW_0726
BN-EXW-ROC16;3.0;10.0;7.0;"";"";""; ges et siltite;;;;;;EXW_0726
BN-EXW-ROC16;10.0;14.0;4.0;"";"";"";Gres   hematitise;;;;;;EXW_0726
BN-EXW-ROC16;14.0;15.0;1.0;"";"";"";Gres grisatre;;;;;;EXW_0726
BN-EXW-ROC16;15.0;20.0;5.0;"";"";"";Gres silisifies a Elt de Ba et de Qtz blanc (coincement) ;;;;;;EXW_0726
BN-EXW-ROC17;0.0;1.0;1.0;"";"";"";sol;;;;;;EXW_0726
BN-EXW-ROC17;1.0;12.0;11.0;"";"";"";gres altere ;;;;;;EXW_0726
BN-EXW-ROC17;12.0;13.0;1.0;"";"";"";gres altere a epsilon de malachite;;;;;;EXW_0726
BN-EXW-ROC17;13.0;14.0;1.0;"";"";"";gres altere a rare trace de malachite;;;;;;EXW_0726
BN-EXW-ROC17;14.0;15.0;1.0;"";"";"";gres fracture altere ;;;;;;EXW_0726
BN-EXW-ROC17;15.0;16.0;1.0;"";"";"";gres fracture altere a Qtz + malachite;;;;;;EXW_0726
BN-EXW-ROC17;16.0;17.0;1.0;"";"";"";Qtz+gres fracture + malachite;;;;;;EXW_0726
BN-EXW-ROC17;17.0;18.0;1.0;"";"";"";Qtz + sid oxy;;;;;;EXW_0726
BN-EXW-ROC17;18.0;19.0;1.0;"";"";"";gres altere + Elt de Qtz  a epsilon de malachite;;;;;;EXW_0726
BN-EXW-ROC17;19.0;20.0;1.0;"";"";"";gres altere a sid oxy;;;;;;EXW_0726
BN-EXW-ROC18;0.0;1.0;1.0;"";"";"";sol;;;;;;EXW_0726
BN-EXW-ROC18;1.0;3.0;2.0;"";"";"";Gres silisifies ;;;;;;EXW_0726
BN-EXW-ROC18;3.0;5.0;2.0;"";"";""; ges et siltite;;;;;;EXW_0726
BN-EXW-ROC18;5.0;7.0;2.0;"";"";"";gres altere (coincement) ;;;;;;EXW_0726
BN-EXW-ROC19;0.0;1.0;1.0;"";"";"";sol;;;;;;EXW_0726
BN-EXW-ROC19;1.0;12.0;11.0;"";"";"";gres altere ;;;;;;EXW_0726
BN-EXW-ROC19;12.0;13.0;1.0;"";"";"";gres  tres altere  + siderose+Elt de QTZ;;;;;;EXW_0726
BN-EXW-ROC19;13.0;14.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC19;14.0;15.0;1.0;"";"";"";gres ferrugineux+ siderose a Elt de Qtz ;;;;;;EXW_0726
BN-EXW-ROC19;15.0;16.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC19;16.0;17.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC19;17.0;18.0;1.0;"";"";"";Idem (percement);;;;;;EXW_0726
BN-EXW-ROC20;0.0;1.0;1.0;"";"";"";gres altere ;;;;;;EXW_0726
BN-EXW-ROC20;1.0;12.0;11.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC20;12.0;13.0;1.0;"";"";"";gres altere +Elt de barytine;;;;;;EXW_0726
BN-EXW-ROC20;13.0;14.0;1.0;"";"";"";gres altere ;;;;;;EXW_0726
BN-EXW-ROC20;14.0;15.0;1.0;"";"";"";gres altere +Qtz+ sid;;;;;;EXW_0726
BN-EXW-ROC20;15.0;16.0;1.0;"";"";"";structure a sid+Qtz (structure);;;;;;EXW_0726
BN-EXW-ROC20;16.0;17.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC20;18.0;19.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC20;19.0;20.0;1.0;"";"";"";gres chisteux a Elt de Qtz et de sid;;;;;;EXW_0726
BN-EXW-ROC20;20.0;21.0;1.0;"";"";"";gres shisteux a quelques Elt de Qtz et de barytine;;;;;;EXW_0726
BN-EXW-ROC20;21.0;22.0;1.0;"";"";"";shisres altere;;;;;;EXW_0726
BN-EXW-ROC20;22.0;23.0;1.0;"";"";"";pelites altere;;;;;;EXW_0726
BN-EXW-ROC20;23.0;24.0;1.0;"";"";"";shistes greseux altere;;;;;;EXW_0726
BN-EXW-ROC20;24.0;25.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC20;25.0;26.0;1.0;"";"";"";Idem;;;;;;EXW_0726
AK-50TRWF8;0;0.8;;ST;;;;;;;;;
BN-EXW-ROC20;26.0;27.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC20;27.0;28.0;1.0;"";"";"";pelite+sid oxy+shiste;;;;;;EXW_0726
BN-EXW-ROC20;28.0;29.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC20;29.0;30.0;1.0;"";"";"";pelite greseux a Elt de Qtz+sid;;;;;;EXW_0726
BN-EXW-ROC20;30.0;31.0;1.0;"";"";"";siderose a Elt de Qtz;;;;;;EXW_0726
BN-EXW-ROC20;31.0;32.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC20;32.0;33.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC20;33.0;34.0;1.0;"";"";"";gresopelite+sid oxy a Elt de Qtz ;;;;;;EXW_0726
BN-EXW-ROC20;34.0;35.0;1.0;"";"";"";gresopelite altere a Elt de Qtz;;;;;;EXW_0726
BN-EXW-ROC20;35.0;36.0;1.0;"";"";"";gresopelite +sid+ Epsilon de de malachite(vide36-37);;;;;;EXW_0726
BN-EXW-ROC21;0.0;1.0;1.0;"";"";"";gres altere ;;;;;;EXW_0726
BN-EXW-ROC21;10.0;11.0;1.0;"";"";"";gres altere +Elt de barytine;;;;;;EXW_0726
BN-EXW-ROC21;11.0;12.0;1.0;"";"";"";gres altere +Elt de barytine;;;;;;EXW_0726
BN-EXW-ROC21;12.0;13.0;1.0;"";"";"";gres altere ;;;;;;EXW_0726
BN-EXW-ROC21;13.0;14.0;1.0;"";"";"";gres altere +Qtz+ sid;;;;;;EXW_0726
BN-EXW-ROC21;14.0;15.0;1.0;"";"";"";structure a sid+Qtz (structure);;;;;;EXW_0726
BN-EXW-ROC21;15.0;16.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC21;16.0;17.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC21;17.0;18.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC21;18.0;19.0;1.0;"";"";"";gres chisteux a Elt de Qtz et de sid;;;;;;EXW_0726
BN-EXW-ROC21;19.0;20.0;1.0;"";"";"";gres shisteux a quelques Elt de Qtz et de barytine;;;;;;EXW_0726
BN-EXW-ROC21;20.0;21.0;1.0;"";"";"";shisres altere;;;;;;EXW_0726
BN-EXW-ROC21;21.0;22.0;1.0;"";"";"";pelites altere;;;;;;EXW_0726
BN-EXW-ROC21;22.0;23.0;1.0;"";"";"";shistes greseux altere;;;;;;EXW_0726
BN-EXW-ROC21;23.0;24.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC21;24.0;25.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC21;25.0;26.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC21;26.0;27.0;1.0;"";"";"";pelite+sid oxy+shiste;;;;;;EXW_0726
BN-EXW-ROC21;27.0;28.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC21;28.0;29.0;1.0;"";"";"";pelite greseux a Elt de Qtz+sid;;;;;;EXW_0726
BN-EXW-ROC21;29.0;30.0;1.0;"";"";"";siderose a Elt de Qtz;;;;;;EXW_0726
BN-EXW-ROC21;30.0;31.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC21;31.0;32.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC21;32.0;33.0;1.0;"";"";"";gresopelite+sid oxy a Elt de Qtz ;;;;;;EXW_0726
BN-EXW-ROC21;33.0;34.0;1.0;"";"";"";gresopelite altere a Elt de Qtz;;;;;;EXW_0726
BN-EXW-ROC21;34.0;35.0;1.0;"";"";"";gresopelite +sid+ Epsilon de de malachite(35-36 vide);;;;;;EXW_0726
BN-EXW-ROC22;0.0;9.0;9.0;"";"";"";gres altere ;;;;;;EXW_0726
BN-EXW-ROC22;9.0;11.0;2.0;"";"";"";gres altere +sid;;;;;;EXW_0726
BN-EXW-ROC22;11.0;12.0;1.0;"";"";"";structure a sid;;;;;;EXW_0726
BN-EXW-ROC22;12.0;13.0;1.0;"";"";"";shistes greseux ;;;;;;EXW_0726
BN-EXW-ROC22;13.0;14.0;1.0;"";"";"";gres altere ;;;;;;EXW_0726
BN-EXW-ROC22;14.0;15.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC22;15.0;16.0;1.0;"";"";"";gres altere a Elt de sid;;;;;;EXW_0726
BN-EXW-ROC22;16.0;17.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC22;17.0;18.0;1.0;"";"";"";shistes greseux a Elt de sid;;;;;;EXW_0726
BN-EXW-ROC22;18.0;19.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC22;19.0;20.0;1.0;"";"";"";shistes greseux a  sid;;;;;;EXW_0726
BN-EXW-ROC22;20.0;21.0;1.0;"";"";"";shistes greseux a Elt de sid et de QTZ;;;;;;EXW_0726
BN-EXW-ROC22;21.0;22.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC22;22.0;23.0;1.0;"";"";"";Gresopelite a sid;;;;;;EXW_0726
BN-EXW-ROC22;23.0;24.0;1.0;"";"";"";shistes greseux altere;;;;;;EXW_0726
BN-EXW-ROC22;24.0;25.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC22;25.0;26.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC22;26.0;27.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC22;27.0;28.0;1.0;"";"";"";pelite+sid oxy+shiste;;;;;;EXW_0726
BN-EXW-ROC23;0.0;9.0;9.0;"";"";"";gres altere ;;;;;;EXW_0726
BN-EXW-ROC23;9.0;10.0;1.0;"";"";"";geesopelite a Elt de Qtz;;;;;;EXW_0726
BN-EXW-ROC23;10.0;11.0;1.0;"";"";"";shistes;;;;;;EXW_0726
BN-EXW-ROC23;11.0;12.0;1.0;"";"";"";passage pelite a siderose;;;;;;EXW_0726
BN-EXW-ROC23;12.0;13.0;1.0;"";"";"";Idem;;;;;;EXW_0726
BN-EXW-ROC23;13.0;14.0;1.0;"";"";"";pelite altere;;;;;;EXW_0726
BN-EXW-ROC23;14.0;15.0;1.0;"";"";"";shiste altere;;;;;;EXW_0726
BN-EXW-ROC23;15.0;16.0;1.0;"";"";"";pelite altere;;;;;;EXW_0726
BN-EXW-ROC23;16.0;17.0;1.0;"";"";"";shistes;;;;;;EXW_0726
BN-EXW-ROC23;17.0;18.0;1.0;"";"";"";pelite altere;;;;;;EXW_0726
BN-EXW-ROC23;18.0;19.0;1.0;"";"";"";shiste a trace de siderite;;;;;;EXW_0726
BN-EXW-ROC23;19.0;20.0;1.0;"";"";"";shiste + siderose (passage);;;;;;EXW_0726
BN-EXW-ROC23;20.0;21.0;1.0;"";"";"";idem;;;;;;EXW_0726
BN-EXW-ROC23;21.0;22.0;1.0;"";"";"";idem;;;;;;EXW_0726
BN-EXW-ROC23;22.0;23.0;1.0;"";"";"";pelite altere hematitise;;;;;;EXW_0726
BN-EXW-ROC23;23.0;24.0;1.0;"";"";"";idem;;;;;;EXW_0726
BN-EXW-ROC23;24.0;25.0;1.0;"";"";"";idem;;;;;;EXW_0726
BN-EXW-ROC23;25.0;26.0;1.0;"";"";"";pelite altere;;;;;;EXW_0726
BN-EXW-ROC23;26.0;27.0;1.0;"";"";"";pelite altere+ siderite(passage);;;;;;EXW_0726
BN-EXW-ROC23;27.0;28.0;1.0;"";"";"";pelite altere a trace de sid;;;;;;EXW_0726
BN-EXW-ROC23;28.0;29.0;1.0;"";"";"";idem;;;;;;EXW_0726
BN-EXW-ROC23;29.0;30.0;1.0;"";"";"";idem;;;;;;EXW_0726
BN-EXW-ROC23;30.0;31.0;1.0;"";"";"";shiste  greseux altere;;;;;;EXW_0726
BN-EXW-ROC23;31.0;32.0;1.0;"";"";"";shiste  greseux a trace de sid;;;;;;EXW_0726
BN-EXW-ROC23;32.0;33.0;1.0;"";"";"";shiste  greseux;;;;;;EXW_0726
BN-EXW-ROC23;33.0;34.0;1.0;"";"";"";idem;;;;;;EXW_0726
BN214;43.0;52.0;9.0;GRE;"";"";gres tres alteres ;;;;;;EXW_0726
BN214;58.3;67.0;8.7;GRE;"";"";Greso-pelite pheliteux ;;;;;;EXW_0726
BN214;67.0;69.5;2.5;GRE;"";"";Gres Silicifie;;;;;;EXW_0726
AK-50TRWF80;0;2.1;;ST;;;;;;;;;
BN214;69.5;87.8;18.3;GRE;"";"";Greso-pelite ;;;;;;EXW_0726
BN214;87.8;121.0;33.2;GRE;"";"";gres grisatres ;;;;;;EXW_0726
BN214;121.0;130.0;9.0;GRE;"";"";Greso-pelite;;;;;;EXW_0726
BN214;130.0;142.0;12.0;GRE;"";"";Gres grisatres ;;;;;;EXW_0726
BN214;155.0;167.6;12.6;GRE;"";"";Greso pelite;;;;;;EXW_0726
BN214;167.9;181.6;13.7;GRE;"";"";Greso peelite ;;;;;;EXW_0726
BN214;182.1;184.8;2.7;GRE;"";"";Greso pelite;;;;;;EXW_0726
BN214;184.8;185.0;0.2;GRE;"";"";Greso pelite a Ankerite ;;;;;;EXW_0726
BN214;187.0;202.0;15.0;GRE;"";"";Gres grisatres silicifie;;;;;;EXW_0726
BN214;202.0;204.2;2.2;GRE;"";"";Greso pelelite;;;;;;EXW_0726
BN214;52.0;58.3;6.3;PEL;"";"";pelites noire compact ;;;;;;EXW_0726
BN214;142.0;155.0;13.0;PEL;"";"";Pelite noire;;;;;;EXW_0726
BN214;167.6;167.9;0.3;PEL;"";"";Pelite noire deforme a ankerite fractures (faible recuperation);;;;;;EXW_0726
BN214;204.2;205.0;0.8;PEL;"";"";pelite noire ;;;;;;EXW_0726
BN214;1.0;43.0;42.0;PEL;"";"";schiste alteres fractures par endroit;;;;;;EXW_0726
BN214;0.0;1.0;1.0;RAS;"";"";Avant trou;;;;;;EXW_0726
BN214;181.6;182.1;0.5;ST;"";QZ;gres tres fracture a broye par endroit a microveinules de quartz blanc;;;;;;EXW_0726
BN215;40.0;73.4;33.4;GRE;"";"";Gres;;;;;;EXW_0726
BN215;87.0;93.6;6.6;GRE;"";"";Gres;;;;;;EXW_0726
BN215;93.6;93.7;0.1;GRE;"";"";Gres silicifie a trace cpy + element carbonate;;;;;;EXW_0726
BN215;93.7;115.0;21.3;GRE;"";"";Gres;;;;;;EXW_0726
BN215;73.4;87.0;13.6;PEL;"";"";pelite noire;;;;;;EXW_0726
BN215;115.0;154.0;39.0;PEL;"";"";Pelite noire fracturee;;;;;;EXW_0726
BN215;154.0;154.6;0.6;PEL;"";"";Pelite noire silicifie a element de quartz blanc;;;;;;EXW_0726
BN215;163.0;169.0;6.0;PEL;"";"";Pelite noire ;;;;;;EXW_0726
BN215;3.2;40.0;36.8;PEL;"";"";schiste alteres fractures par endroit;;;;;;EXW_0726
BN215;0.0;3.2;3.2;RAS;"";"";Avant trou;;;;;;EXW_0726
BN215;154.6;156.5;1.9;ST;"";QZ+SIDR;Pelite noire silicifie a element de quartz blanc+cpy+sid (68% recuperation );;;;;;EXW_0726
BN215;156.5;157.0;0.5;ST;"";QZ;Pelite noire silicifiee a element de quartz blanc;;;;;;EXW_0726
