"BHID";"XCOLLAR";"YCOLLAR";"ZCOLLAR";"DEPTH";"TYPE";"BHT";"SOCIETY";"ORDRE";"Date";"STR";"RIG";"Filon";"PROJECT";"ANNEE";"MOIS";"PAD";"CONTRACTOR";"SEQUENCE";"MACHINE";"START_DATE";"FINISH_DATE"
RM-60TailleAcWE8R18;537137.04;413450.39;655.32;1.6;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE8R19;537139.93;413451.09;655.341;1.4;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE8R20;537142.45;413452.3;654.974;1.8;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW7R1;536984.82;413366.57;637.632;1.9;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW7R2;536988.49;413367.4;638.466;2.5;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW7R3;536991.03;413368.61;638.76;2.3;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW7R4;536993.39;413370.59;638.824;2.4;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW7R5;536995.62;413372.16;638.674;2.5;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW7R6;536998.14;413374.25;638.24;2.4;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW7R7;537000.96;413375.62;637.919;1.3;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW7R8;537003.76;413376.46;638.201;1.1;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW7R9;537006.83;413377;638.537;2.3;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW7R10;537082.96;413419.73;633.025;1.2;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW7R11;537080.49;413417.99;633.509;1;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW7R12;537078.37;413416.16;634.386;1.7;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW7R13;537076.16;413413.87;635.391;1.9;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW7R14;537009.82;413378.06;637.929;2.6;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW7R15;537012.43;413379.22;637.591;2.7;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW7R16;537073.64;413412.53;636.633;2.6;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW7R17;537070.39;413411.34;637.348;1.7;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW7R18;537014.57;413380.84;637.31;2.3;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW7R19;537017.42;413382.48;636.835;0.9;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW7R20;537068.47;413409.98;637.1;1.2;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW7R21;537066;413408.41;637.05;0.9;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW7R22;537062.75;413407.18;637.38;0.9;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW7R23;537060.54;413405.47;637.657;0.8;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW7R24;537057.52;413403.94;637.817;1.8;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW7R25;537020.7;413384.66;636.54;2.5;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW7R26;537054.65;413402.63;637.248;2.6;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW6R35;537008.2;413378.21;635.693;3.3;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW6R36;537010.51;413379.22;635.633;3.1;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW6R39;537013.24;413380.83;635.503;3;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW6R40;537015.88;413382.05;635.46;3.3;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW6R42;537018.3;413383.75;635.367;3.1;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW6R46;537020.55;413384.97;635.059;2.9;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW6R48;537031.39;413390.8;635.078;1.8;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW6R49;537023.41;413385.96;634.674;2.1;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW6R50;537026.05;413387.81;634.283;2.1;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW6R51;537028.83;413389.59;634.544;2.2;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE4R1;537165.95;413467;629.567;1.7;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE4R2;537168.9;413468.61;629.168;1.7;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE4R3;537171.21;413469.81;628.876;1.1;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE4R4;537173.75;413471.13;628.554;1.6;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE4R5;537140.82;413453.48;631.924;3.5;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE4R6;537143.57;413455.2;631.768;3;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE4R7;537146.2;413456.85;631.608;3.6;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE4R8;537148.69;413458.24;631.83;3.5;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE4R9;537151.54;413459.71;632.048;3.9;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE4R10;537177.17;413473.16;628.08;2.2;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE4R11;537180.21;413474.65;626.543;1.4;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE4R12;537183.4;413476.28;624.952;2.2;RN;"3";;"1";;;;;;;;;;;;;
RM-80TrAcEER18;537266.35;413530.46;621.5;1;RN;"3";;"1";;;;;;;;;;;;;
RM-80TrAcEER19;537268.68;413532.27;621.5;1;RN;"3";;"1";;;;;;;;;;;;;
RM-80TrAcEER20;537270.23;413533.16;621.5;1;RN;"3";;"1";;;;;;;;;;;;;
RM-80TrAcEER21;537272.79;413534.34;621.5;1.2;RN;"3";;"1";;;;;;;;;;;;;
RM-80TrAcEER22;537275.01;413535.49;621.5;1.6;RN;"3";;"1";;;;;;;;;;;;;
RM-80TrAcEER23;537277.09;413536.92;621.5;1.6;RN;"3";;"1";;;;;;;;;;;;;
RM-80TrAcEER24;537278.58;413538.02;621.5;1.6;RN;"3";;"1";;;;;;;;;;;;;
RM-80TrAcEER25;537280.24;413538.86;621.5;1.6;RN;"3";;"1";;;;;;;;;;;;;
RM-80TrAcEER26;537281.83;413539.64;621.5;1.6;RN;"3";;"1";;;;;;;;;;;;;
RM-80TrAcEER27;537282.96;413540.71;621.5;1;RN;"3";;"1";;;;;;;;;;;;;
RM-80TrAcEER28;537285.1;413541.52;621.5;1.6;RN;"3";;"1";;;;;;;;;;;;;
RM-80TrAcEER29;537287.2;413542.09;621.5;2.3;RN;"3";;"1";;;;;;;;;;;;;
RM-80TrAcEER30;537288.5;413542.77;621.5;2.3;RN;"3";;"1";;;;;;;;;;;;;
RM-80TrAcEER31;537290.2;413543.74;621.5;2;RN;"3";;"1";;;;;;;;;;;;;
RM-80TrAcEER32;537292.29;413544.91;621.5;2.2;RN;"3";;"1";;;;;;;;;;;;;
RM-80TrAcEER33;537293.98;413545.96;621.5;2.2;RN;"3";;"1";;;;;;;;;;;;;
RM-80TrAcEER34;537295.72;413547.28;621.5;2.2;RN;"3";;"1";;;;;;;;;;;;;
RM-80TrAcEER35;537297;413548.71;621.5;1.9;RN;"3";;"1";;;;;;;;;;;;;
RM-80TrAcEER36;537298.55;413549.64;621.5;1.8;RN;"3";;"1";;;;;;;;;;;;;
RM-80TrAcEER37;537299.74;413551.18;621.5;1.5;RN;"3";;"1";;;;;;;;;;;;;
RM-80TrAcEER38;537301.14;413552.46;621.5;1.1;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcCE8R1;537290.81;413542.43;658.369;1.4;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcCE8R2;537293.04;413544.14;658.475;1.2;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcCE8R3;537295.34;413546.22;658.584;0.8;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcCE8R4;537296.98;413547.68;658.662;0.5;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcCE8R5;537263.65;413521.57;657.239;1.6;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcCE8R6;537265.66;413523.22;657.388;1.1;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcCE8R7;537267.87;413525;657.567;1.1;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcCE8R8;537287.83;413540.5;658.661;1.2;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcCE8R9;537315.56;413563.09;659.511;1.2;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcCE8R10;537313.15;413561.4;659.29;1.7;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcCE8R11;537285.65;413538.78;658.587;1.3;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcCE8R12;537310.92;413559.68;658.732;2.1;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcCE8R13;537317.8;413564.69;659.219;2.1;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWW6R25;536935.84;413344.75;649.085;1.2;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWW6R26;536933.31;413343.55;649.169;0.9;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWW6R27;536929.2;413342.15;647.236;1;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWW6R28;536926.31;413340.58;647.904;0.9;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWW6R29;536923.44;413339.2;648.183;1;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWW6R30;536920.74;413337.86;648.406;1.1;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWW6R31;536917.66;413336.48;648.635;1.4;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWW6R32;536915.03;413335.28;648.981;0.9;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWW6R33;536913.08;413334.37;649.269;1.2;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWW6R34;536910.33;413332.93;649.917;1.1;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWW6R35;536907.54;413332.06;649.834;1.2;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWW6R37;536904.97;413330.95;649.661;1.7;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWW6R38;536902.47;413329.45;649.91;1.6;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWW6R39;536900.01;413327.9;650.156;1.2;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWW7R1;537032.05;413389.6;648.181;0.8;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWW7R2;537028.96;413388.05;649.101;2.1;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWW7R3;537026.63;413386.46;649.301;0.8;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWW7R4;537023.87;413385.02;649.181;1.3;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWW7R5;537021.01;413383.37;648.86;1.2;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWW7R6;537018.28;413381.75;648.606;0.9;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWW7R7;537004.62;413374.89;649.038;2;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWW7R8;537001.59;413373.52;648.979;1.9;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWW7R9;536998.95;413371.95;648.948;1.6;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWW7R10;536991.38;413366.94;648.661;1.7;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWW7R11;536988.62;413365.63;648.693;2;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWW7R12;536985.96;413364.81;649.14;2.4;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWW7R13;536997.09;413369.82;649.232;0.8;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWW7R14;536994.44;413368.44;649.04;1.2;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWW7R15;536983.22;413363.38;649.255;1.9;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWW7R16;536980.35;413362.21;649.328;2.1;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWW7R17;536977.49;413360.87;649.336;1.4;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE8R21;537145.16;413453.53;655.495;1.9;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE8R22;537147.8;413454.96;655.611;2;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE8R23;537150.43;413456.46;655.771;1.3;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE8R24;537152.84;413457.9;655.9;1.6;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE8R25;537155.46;413459.41;655.994;1.6;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE8R26;537158.1;413460.9;656.134;1.6;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE8R27;537160.93;413462.63;656.305;1.7;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE8R28;537163.72;413464.03;656.43;1.7;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE8R29;537166.5;413465.41;656.595;1.9;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE8R30;537169.53;413466.61;656.721;1.8;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE8R31;537172.3;413467.76;656.869;2.3;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE8R32;537175.29;413468.86;657.024;1.5;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE8R33;537178.17;413469.91;657.153;1.8;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R1;537102.74;413428.91;656.358;1.6;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R2;537104.86;413430.58;656.046;1.5;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R3;537107.68;413432.19;655.838;0.5;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R4;537110.29;413433.63;655.966;0.8;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R5;537112.81;413435.31;655.963;1.3;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R6;537115.54;413436.82;656.222;1.2;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R7;537117.88;413438.26;656.637;1.3;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R8;537120.33;413439.77;656.971;1.2;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R9;537123.13;413441.35;657.082;1.8;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R10;537125.48;413442.75;657.125;1.3;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R11;537127.69;413444.26;657.524;1.2;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R12;537130.35;413446.15;657.958;1.3;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R13;537132.29;413447.78;658.245;1.4;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R14;537135.27;413449.19;658.603;1.2;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R15;537137.96;413450.13;658.74;1.5;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R16;537140.69;413451.09;658.951;1.3;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R17;537143.78;413452.31;659.096;1.6;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R18;537146.56;413453.73;659.31;1.7;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R19;537149.74;413455.37;659.543;1.5;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R20;537152.54;413456.95;659.442;1.3;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R21;537155.26;413458.41;659.538;1.6;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R22;537157.75;413460.01;659.547;1.5;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R23;537160.32;413461.48;659.409;1.3;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R24;537163.27;413463.04;659.59;1.2;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R25;537166.33;413464.41;659.665;1.6;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R26;537168.71;413465.4;659.664;1.9;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R27;537171.57;413466.63;659.433;2.2;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R28;537174.16;413467.67;659.348;2.1;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R29;537177.94;413469.03;659.226;2.2;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R30;537180.57;413469.94;659.176;2.3;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R31;537183.07;413471.02;659.229;2.5;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R32;537186.85;413472.82;659.441;2.2;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R33;537189.41;413474.48;659.619;1.7;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R34;537191.9;413475.91;659.765;2.1;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R35;537194.34;413477.1;659.871;2.1;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleAcWE9R36;537197.08;413478.48;660.024;1.6;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleStSW4R4;536940.32;413339.66;650.925;1.3;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleStSW4R5;536937.97;413338.59;651.207;0.9;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleStSW4R6;536935.33;413337.02;651.564;1.1;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleStSW4R7;536932.37;413335.76;651.415;1;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleStSW4R8;536929.88;413334.8;651.119;1.1;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleStSW4R9;536965.4;413352.13;650.636;0.8;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleStSW4R10;536962.85;413350.43;650.807;1.2;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleStSW4R11;536961;413349.45;650.673;0.9;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleStSW4R12;536958.89;413348.49;650.536;1.2;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleStSW4R13;536955.45;413346.82;650.483;0.8;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleStSW4R14;536952.55;413345.59;650.307;1.1;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleStSW4R15;536950.13;413344.76;650.117;1;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleStSW4R16;536947.35;413343.56;650.064;1.1;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleStSW4R17;536944.91;413342.27;650.331;1;RN;"3";;"1";;;;;;;;;;;;;
RM-60TailleStSW4R18;536942.24;413340.93;650.667;0.8;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE5R1;537095.86;413428.26;633.072;3.2;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE5R2;537098.56;413429.74;633.442;2.8;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE5R3;537101.42;413431.3;633.741;2.4;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE5R4;537104.05;413432.61;633.958;2.6;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE5R5;537106.74;413433.88;633.879;2.3;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE5R6;537109.75;413435.35;633.576;2.7;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE5R7;537111.95;413437.1;633.375;3.1;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE5R8;537114.71;413438.26;633.522;2.9;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE5R9;537117.05;413439.57;633.9;2.9;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE5R10;537119.48;413441.14;634.439;3;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE5R11;537122;413442.84;634.556;3.4;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE5R12;537124.45;413444.07;634.295;3.5;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE5R13;537127.53;413446;633.823;3.7;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE5R14;537130.07;413447.57;633.552;3;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE5R15;537132.4;413448.88;633.508;2.6;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE5R16;537135.19;413450.19;633.517;2.7;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE5R17;537137.83;413451.63;633.508;2.4;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE6R1;537103.49;413432.36;634.791;2.2;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE6R2;537106.17;413433.66;635.192;2.4;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE6R3;537108.55;413434.83;635.518;2.5;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE6R4;537111.28;413436.86;635.918;2.4;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWE6R5;537114.05;413438.35;636.257;2.4;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW7R27;537023.39;413385.63;636.556;3;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW7R28;537025.78;413387.21;636.523;3.1;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW7R29;537028.61;413389.06;636.569;4;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW7R30;537031.65;413390.45;636.637;1.7;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW7R31;537034.91;413391.78;636.702;1.8;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW8R1;536974.59;413363.26;638.649;2.4;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW8R2;536977.45;413364.19;638.9;1.8;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW8R3;536979.84;413365.12;638.952;2.3;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW8R4;536983.13;413366.23;638.619;1.3;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW8R5;536985.81;413366.52;639.095;1.2;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW8R6;536989;413367.28;639.659;1.5;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW8R7;536991.73;413368.92;639.745;1.6;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW8R8;536993.79;413370.5;639.84;2.7;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcWW8R9;536996.4;413372.3;639.852;2.6;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcEW1R1;537228.07;413509.03;623.505;0.7;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcEW1R2;537225.29;413507.53;623.84;0.6;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcEW1R3;537222.89;413505.88;623.689;0.8;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcEW1R4;537220.99;413504.51;623.289;0.6;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcEW1R8;537218.55;413503;623.259;0.7;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcEW1R11;537203.94;413495.58;622.748;1.8;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcEW1R12;537201.53;413493.74;622.569;2.2;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcEW1R13;537206.77;413496.97;623.067;1;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcEW1R14;537209.24;413498.22;623.333;1.1;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcEW1R15;537212.38;413500.06;622.965;1;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcEE1R5;537234.64;413511.16;623.231;0.5;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcEE1R6;537237.56;413512.83;623.227;0.7;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcEE1R7;537240.18;413514.1;623.162;1.1;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcEE1R9;537242.69;413515.39;623.229;1.3;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcEE1R10;537245.01;413516.5;623.155;0.6;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcEE1R16;537246.93;413517.55;623.427;0.6;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcEE1R17;537249.26;413518.96;623.901;0.7;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcEE1R18;537252.18;413520.77;623.284;0.9;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcEE1R19;537255.05;413522.18;623.584;1.4;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcEE1R20;537256.81;413523.7;623.224;1.7;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcEE1R21;537259.07;413525.33;624.004;1.8;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcEE1R22;537261.47;413526.81;624.237;1.7;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcEE1R23;537264.41;413528.31;624.534;1.5;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcEE1R24;537267.07;413529.97;624.745;1.4;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcEE1R25;537269.58;413531.56;624.781;1.4;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcEE1R26;537272.43;413533.15;625.215;1.5;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcEE1R27;537275.43;413535.06;624.939;2.2;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcEE1R28;537277.79;413536.85;624.697;2;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcEE1R29;537279.81;413538.14;625.023;2.3;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcEE1R30;537282.54;413539.52;625.494;2.2;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcEE1R31;537285.33;413541.06;625.797;1.9;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcEE1R32;537288.31;413542.43;624.998;1.2;RN;"3";;"1";;;;;;;;;;;;;
RM-80TailleAcEE1R33;537290.68;413543.79;624.558;1.2;RN;"3";;"1";;;;;;;;;;;;;
