"BHID";"AT";"BRG";"DIP";"PROJECT"
BN-68PPL-TRWFR4;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TRWFR7;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TRWFR8;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TRWFR9;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TRWFR10;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TRWFR11;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TRWFR12;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TRWFR13;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TRWFR14;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TRWFR15;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TRWFR16;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TRWFR17;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TRWFR18;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TRWFR19;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TRWFR20;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TRWFR21;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TRWFR22;0.0;0.0;20.0;BNHS_0626
BN-146PL-TRE-FR1;0.0;0.0;20.0;BNHS_0626
BN-146PL-TRE-FR2;0.0;0.0;20.0;BNHS_0626
BN-146PL-TRE-FR3;0.0;0.0;20.0;BNHS_0626
BN-146PL-TRE-FR4;0.0;0.0;20.0;BNHS_0626
BN-146PL-TRE-FR5;0.0;0.0;20.0;BNHS_0626
BN-146PL-TRE-FR6;0.0;0.0;20.0;BNHS_0626
BN-146PL-TRE-FR7;0.0;0.0;20.0;BNHS_0626
BN-146PL-TRE-FR8;0.0;0.0;20.0;BNHS_0626
BN-146PL-TRE-FR9;0.0;0.0;20.0;BNHS_0626
BN-146PL-TRE-FR10;0.0;0.0;20.0;BNHS_0626
BN-146PL-TRE-FR11;0.0;0.0;20.0;BNHS_0626
BN-146SAT-TRE-FR12;0.0;0.0;20.0;BNHS_0626
BN-100TrSt3ER41;0.0;0.0;20.0;BNHS_0626
BN-146SAT-TRE-FR13;0.0;0.0;20.0;BNHS_0626
BN-146SAT-TRE-FR14;0.0;0.0;20.0;BNHS_0626
BN-146SAT-TRE-FR15;0.0;0.0;20.0;BNHS_0626
BN-146SAT-TRE-FR16;0.0;0.0;20.0;BNHS_0626
BN-146SAT-TRE-FR17;0.0;0.0;20.0;BNHS_0626
BN-146SAT-TRE-FR18;0.0;0.0;20.0;BNHS_0626
BN-146SAT-TRE-FR19;0.0;0.0;20.0;BNHS_0626
BN-146SAT-TRE-FR20;0.0;0.0;20.0;BNHS_0626
BN-146SAT-TRE-FR21;0.0;0.0;20.0;BNHS_0626
BN-146SAT-TRE-FR22;0.0;0.0;20.0;BNHS_0626
BN-146SAT-TRE-FR23;0.0;0.0;20.0;BNHS_0626
BN-146PLB-TRE-FR2;0.0;0.0;20.0;BNHS_0626
BN-146PLB-TRE-FR3;0.0;0.0;20.0;BNHS_0626
BN-146PLB-TRE-FR4;0.0;0.0;20.0;BNHS_0626
BN-146PLB-TRE-FR6;0.0;0.0;20.0;BNHS_0626
BN-146PLB-TRE-FR7;0.0;0.0;20.0;BNHS_0626
BN-146PLB-TRE-FR8;0.0;0.0;20.0;BNHS_0626
BN-146PLB-TRE-FR9;0.0;0.0;20.0;BNHS_0626
BN-146PLB-TRE-FR10;0.0;0.0;20.0;BNHS_0626
BN-146PLB-TRE-FR11;0.0;0.0;20.0;BNHS_0626
BN-146PLB-TRE-FR12;0.0;0.0;20.0;BNHS_0626
BN-146PLB-TRE-FR13;0.0;0.0;20.0;BNHS_0626
BN-146PLB-TRW-FR1;0.0;0.0;20.0;BNHS_0626
BN-146PLB-TRW-FR2;0.0;0.0;20.0;BNHS_0626
BN-146PLB-TRW-FR3;0.0;0.0;20.0;BNHS_0626
BN-146PLB-TRW-FR4;0.0;0.0;20.0;BNHS_0626
BN-146PLB-TRW-FR5;0.0;0.0;20.0;BNHS_0626
BN-146PLB-TRW-FR6;0.0;0.0;20.0;BNHS_0626
BN-146PLB-TRW-FR7;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT2-TWFR12;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT2-TWFR13;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT2-TWFR14;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT2-TWFR15;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT2-TWFR16;0.0;0.0;20.0;BNHS_0626
BN-80TrWF51;0.0;0.0;19.0;BNHS_0626
BN-100TailleSt3E4R13;0.0;0.0;18.0;BNHS_0626
BN-100TailleSt3E4R14;0.0;0.0;18.0;BNHS_0626
BN-100TailleSt3E4R15;0.0;0.0;18.0;BNHS_0626
BN-100Tr1CEFR18;0.0;0.0;18.0;BNHS_0626
BN-100Tr1CEFR19;0.0;0.0;18.0;BNHS_0626
BN-100Tr1CEFR20;0.0;0.0;18.0;BNHS_0626
BN-100Tr1CEFR21;0.0;0.0;18.0;BNHS_0626
BN-80Taille1C3G70;0.0;0.0;18.0;BNHS_0626
BN-80Taille1C3G73;0.0;0.0;18.0;BNHS_0626
BN-80Taille1C3G74;0.0;0.0;18.0;BNHS_0626
BN-80Taille1C3G80;0.0;0.0;18.0;BNHS_0626
BN-80Taille1CG83;0.0;0.0;18.0;BNHS_0626
BN-80TrWF30;0.0;0.0;18.0;BNHS_0626
BN-80TrWF31;0.0;0.0;18.0;BNHS_0626
BN-80TrWF32;0.0;0.0;18.0;BNHS_0626
BN-80TrWF50;0.0;0.0;18.0;BNHS_0626
BN-80TrWF52;0.0;0.0;18.0;BNHS_0626
BN-80TrWF49;0.0;0.0;17.0;BNHS_0626
BN-100TailleSt3E4R16;0.0;0.0;16.0;BNHS_0626
BN-100TailleSt3E4R17;0.0;0.0;16.0;BNHS_0626
BN-120TailleS1T7R10;0.0;0.0;16.0;BNHS_0626
BN-120TailleS1T7R11;0.0;0.0;16.0;BNHS_0626
BN-80TrWF33;0.0;0.0;16.0;BNHS_0626
BN-80TrWF34;0.0;0.0;16.0;BNHS_0626
BN-100TailleSt3E3R12;0.0;0.0;15.0;BNHS_0626
BN-100TailleSt3E3R9;0.0;0.0;15.0;BNHS_0626
BN-100TailleSt3E4R27;0.0;0.0;15.0;BNHS_0626
BN-100TailleSt3E4R28;0.0;0.0;15.0;BNHS_0626
BN-100TailleSt3E5R11;0.0;0.0;15.0;BNHS_0626
BN-100TailleSt3E5R12;0.0;0.0;15.0;BNHS_0626
BN-100TailleSt3E6R10;0.0;0.0;15.0;BNHS_0626
BN-100TailleSt3E6R11;0.0;0.0;15.0;BNHS_0626
BN-100TailleSt3E6R12;0.0;0.0;15.0;BNHS_0626
BN-100TailleSt3E6R13;0.0;0.0;15.0;BNHS_0626
BN-100TailleSt3E6R14;0.0;0.0;15.0;BNHS_0626
BN-100TailleSt3E6R17;0.0;0.0;15.0;BNHS_0626
BN-100TailleSt3E6R18;0.0;0.0;15.0;BNHS_0626
BN-100TailleSt3E6R19;0.0;0.0;15.0;BNHS_0626
BN-100TailleSt3E6R20;0.0;0.0;15.0;BNHS_0626
BN-100TailleSt3E6R21;0.0;0.0;15.0;BNHS_0626
BN-100TailleSt3E6R22;0.0;0.0;15.0;BNHS_0626
BN-100TailleSt3E6R25;0.0;0.0;15.0;BNHS_0626
BN-100TailleSt3E6R26;0.0;0.0;15.0;BNHS_0626
BN-100TailleSt3E6R27;0.0;0.0;15.0;BNHS_0626
BN-100TailleSt3E6R28;0.0;0.0;15.0;BNHS_0626
BN-100TailleSt3E6R9;0.0;0.0;15.0;BNHS_0626
BN-100TailleSt3ER24;0.0;0.0;15.0;BNHS_0626
BN-100TailleSt3ER25;0.0;0.0;15.0;BNHS_0626
BN-100TailleSt3ER26;0.0;0.0;15.0;BNHS_0626
BN-100TailleSt3ER27;0.0;0.0;15.0;BNHS_0626
BN-100TailleSt3ER28;0.0;0.0;15.0;BNHS_0626
BN-100TailleSt3ER29;0.0;0.0;15.0;BNHS_0626
BN-100TailleSt3ER30;0.0;0.0;15.0;BNHS_0626
BN-120TailleS2E4R20;0.0;0.0;15.0;BNHS_0626
BN-120TailleS2E4R21;0.0;0.0;15.0;BNHS_0626
BN-120TailleS2E4R22;0.0;0.0;15.0;BNHS_0626
BN-120TailleS2E4R23;0.0;0.0;15.0;BNHS_0626
BN-120TailleS2E4R24;0.0;0.0;15.0;BNHS_0626
BN-120TailleS2E4R25;0.0;0.0;15.0;BNHS_0626
BN-120TailleS2E4R26;0.0;0.0;15.0;BNHS_0626
BN-120TailleS2E4R27;0.0;0.0;15.0;BNHS_0626
BN-120TailleS2E4R28;0.0;0.0;15.0;BNHS_0626
BN-120TailleS2E4R29;0.0;0.0;15.0;BNHS_0626
BN-120TailleS2E4R30;0.0;0.0;15.0;BNHS_0626
BN-120TailleS2E4R31;0.0;0.0;15.0;BNHS_0626
BN-120TailleS2E4R32;0.0;0.0;15.0;BNHS_0626
BN-120TailleS2E4R33;0.0;0.0;15.0;BNHS_0626
BN-120TailleS2E4R34;0.0;0.0;15.0;BNHS_0626
BN-120TailleS2E4R35;0.0;0.0;15.0;BNHS_0626
BN-120TailleS2E4R36;0.0;0.0;15.0;BNHS_0626
BN-120TailleS2E4R37;0.0;0.0;15.0;BNHS_0626
BN-120TailleS2E4R38;0.0;0.0;15.0;BNHS_0626
BN-100Tr1CWFR18;0.0;0.0;12.0;BNHS_0626
BN-120TailleS2E5R20;0.0;0.0;15.0;BNHS_0626
BN-120TailleS2E5R21;0.0;0.0;15.0;BNHS_0626
BN-120TailleS2E5R22;0.0;0.0;15.0;BNHS_0626
BN-120TailleS2E5R23;0.0;0.0;15.0;BNHS_0626
BN-120TailleS2T6R40;0.0;0.0;15.0;BNHS_0626
BN-120TailleS2T6R41;0.0;0.0;15.0;BNHS_0626
BN-120TailleS2T6R42;0.0;0.0;15.0;BNHS_0626
BN-120TailleS2T6R43;0.0;0.0;15.0;BNHS_0626
BN-120TailleS2T6R44;0.0;0.0;15.0;BNHS_0626
BN-80Taille1W16R13;0.0;0.0;15.0;BNHS_0626
BN-80Taille1W18FR35;0.0;0.0;15.0;BNHS_0626
BN-80Taille1W18FR36;0.0;0.0;15.0;BNHS_0626
BN-80Taille1W18FR37;0.0;0.0;15.0;BNHS_0626
BN-80Taille1W18FR38;0.0;0.0;15.0;BNHS_0626
BN-80Taille1W18FR39;0.0;0.0;15.0;BNHS_0626
BN-80Taille1W18FR40;0.0;0.0;15.0;BNHS_0626
BN-80Taille1W18FR41;0.0;0.0;15.0;BNHS_0626
BN-80Taille1W18FR43;0.0;0.0;15.0;BNHS_0626
BN-80Taille1W18FR44;0.0;0.0;15.0;BNHS_0626
BN-80Taille1W18FR45;0.0;0.0;15.0;BNHS_0626
BN-80Taille1W18FR46;0.0;0.0;15.0;BNHS_0626
BN-80Taille1W18FR47;0.0;0.0;15.0;BNHS_0626
BN-80Taille1W18FR48;0.0;0.0;15.0;BNHS_0626
BN-80Taille1W18FR49;0.0;0.0;15.0;BNHS_0626
BN-80TrEF81;0.0;0.0;15.0;BNHS_0626
BN-80TrWF35;0.0;0.0;15.0;BNHS_0626
BN-80TrWF36;0.0;0.0;15.0;BNHS_0626
BN-80TrWF37;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR01_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR02_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR03_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR04_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR05_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR06_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR07_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR08_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR09_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR10_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR11_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR12_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR13_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR14_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR15_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR16_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR17_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR18_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR19_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR20_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR21_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR22_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR23_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR24_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR25_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR26_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR28_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR29_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR31_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR33_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR34_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR35_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR36_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR37_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR38_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR39_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR40_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR41_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR42_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR43_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR44_160;0.0;0.0;15.0;BNHS_0626
BNO_SATE_FR45_160;0.0;0.0;15.0;BNHS_0626
BNO_SATW_FR01_160;0.0;0.0;15.0;BNHS_0626
BNO_SATW_FR02_160;0.0;0.0;15.0;BNHS_0626
BNO_SATW_FR03_160;0.0;0.0;15.0;BNHS_0626
BNO_SATW_FR04_160;0.0;0.0;15.0;BNHS_0626
BNO_SATW_FR06_160;0.0;0.0;15.0;BNHS_0626
BNO_SATW_FR07_160;0.0;0.0;15.0;BNHS_0626
BNO_SATW_FR08_160;0.0;0.0;15.0;BNHS_0626
BNO_SATW_FR09_160;0.0;0.0;15.0;BNHS_0626
BNO_SATW_FR10_160;0.0;0.0;15.0;BNHS_0626
BNO_SATW_FR11_160;0.0;0.0;15.0;BNHS_0626
BNO_SATW_FR12_160;0.0;0.0;15.0;BNHS_0626
BNO_SATW_FR13_160;0.0;0.0;15.0;BNHS_0626
BNO_SATW_FR14_160;0.0;0.0;15.0;BNHS_0626
BNO_SATW_FR15_160;0.0;0.0;15.0;BNHS_0626
BNO_SATW_FR17_160;0.0;0.0;15.0;BNHS_0626
BNO_SATW_FR18_160;0.0;0.0;15.0;BNHS_0626
BNO_SATW_FR19_160;0.0;0.0;15.0;BNHS_0626
BNO_SATW_FR20_160;0.0;0.0;15.0;BNHS_0626
BNO_SATW_FR21_160;0.0;0.0;15.0;BNHS_0626
BNO_SATW_FR22_160;0.0;0.0;15.0;BNHS_0626
BNO_SATW_FR23_160;0.0;0.0;15.0;BNHS_0626
BNO_SATW_FR24_160;0.0;0.0;15.0;BNHS_0626
BNO_SATW_FR25_160;0.0;0.0;15.0;BNHS_0626
BNO_SATW_FR26_160;0.0;0.0;15.0;BNHS_0626
BNO_SATW_FR27_160;0.0;0.0;15.0;BNHS_0626
BNO_SATW_FR28_160;0.0;0.0;15.0;BNHS_0626
BNO_SATW_FR29_160;0.0;0.0;15.0;BNHS_0626
BNO_SATW_FR30_160;0.0;0.0;15.0;BNHS_0626
BNO_SATW_FR31_160;0.0;0.0;15.0;BNHS_0626
BN-100TailleSt3TrER74;0.0;0.0;14.0;BNHS_0626
BN-100TailleSt3TrER75;0.0;0.0;14.0;BNHS_0626
BN-100TailleSt3TrER76;0.0;0.0;14.0;BNHS_0626
BN-100TailleSt3TrER77;0.0;0.0;14.0;BNHS_0626
BN-100TailleSt3TrER78;0.0;0.0;14.0;BNHS_0626
BN-100TailleSt3E6R4;0.0;0.0;13.0;BNHS_0626
BN-100TailleSt3E6R5;0.0;0.0;13.0;BNHS_0626
BN-100TailleSt3E6R6;0.0;0.0;13.0;BNHS_0626
BN-100TailleSt3E6R7;0.0;0.0;13.0;BNHS_0626
BN-100TrSt3ER36;0.0;0.0;20.0;BNHS_0626
BN-100TailleSt3E6R8;0.0;0.0;13.0;BNHS_0626
BN-100TailleSt3ECCR2R1;0.0;0.0;13.0;BNHS_0626
BN-100TailleSt3ECCR2R2;0.0;0.0;13.0;BNHS_0626
BN-100TailleSt3ECCR2R3;0.0;0.0;12.0;BNHS_0626
BN-100TailleSt3ECCR2R4;0.0;0.0;12.0;BNHS_0626
BN-100TailleSt3ECCR2R5;0.0;0.0;12.0;BNHS_0626
BN-100Tr1CWFR19;0.0;0.0;12.0;BNHS_0626
BN-100Tr1CWFR20;0.0;0.0;12.0;BNHS_0626
BN-100Tr1CWFR21;0.0;0.0;12.0;BNHS_0626
BN-100Tr1CWFR22;0.0;0.0;12.0;BNHS_0626
BN-100Tr1CWFR23;0.0;0.0;12.0;BNHS_0626
BN-100Tr1CWFR24;0.0;0.0;12.0;BNHS_0626
BN-100TrSt3ER31;0.0;0.0;12.0;BNHS_0626
BN-120TailleS2T6R1;0.0;0.0;12.0;BNHS_0626
BN-120TailleS2T6R2;0.0;0.0;12.0;BNHS_0626
BN-120TailleS2T6R3;0.0;0.0;12.0;BNHS_0626
BN-120TailleS2T6R4;0.0;0.0;12.0;BNHS_0626
BN-80Taille1W16R10;0.0;0.0;12.0;BNHS_0626
BN-80Taille1W16R11;0.0;0.0;12.0;BNHS_0626
BN-80Taille1W16R12;0.0;0.0;12.0;BNHS_0626
BN-80Taille1W16R16;0.0;0.0;12.0;BNHS_0626
BN-80Taille1W16R9;0.0;0.0;12.0;BNHS_0626
BN-80TrEF91;0.0;0.0;12.0;BNHS_0626
BN-100TailleSt3E4R18;0.0;0.0;11.0;BNHS_0626
BN-100TailleSt3E4R19;0.0;0.0;11.0;BNHS_0626
BN-100TailleSt3E4R20;0.0;0.0;11.0;BNHS_0626
BN-100TailleSt3E4R21;0.0;0.0;10.0;BNHS_0626
BN-100TailleSt3E4R22;0.0;0.0;10.0;BNHS_0626
BN-100TailleSt3E4R23;0.0;0.0;10.0;BNHS_0626
BN-100TailleSt3E4R24;0.0;0.0;10.0;BNHS_0626
BN-120TailleS2E5R10;0.0;0.0;10.0;BNHS_0626
BN-120TailleS2E5R11;0.0;0.0;10.0;BNHS_0626
BN-120TailleS2E5R12;0.0;0.0;10.0;BNHS_0626
BN-120TailleS2E5R1Bis;0.0;0.0;10.0;BNHS_0626
BN-120TailleS2E5R2Bis;0.0;0.0;10.0;BNHS_0626
BN-120TailleS2E5R3Bis;0.0;0.0;10.0;BNHS_0626
BN-120TailleS2E5R4Bis;0.0;0.0;10.0;BNHS_0626
BN-120TailleS2E5R5Bis;0.0;0.0;10.0;BNHS_0626
BN-120TailleS2E5R6;0.0;0.0;10.0;BNHS_0626
BN-120TailleS2E5R7;0.0;0.0;10.0;BNHS_0626
BN-120TailleS2E5R8;0.0;0.0;10.0;BNHS_0626
BN-120TailleS2E5R9;0.0;0.0;10.0;BNHS_0626
BN-120TailleS2T6R10;0.0;0.0;10.0;BNHS_0626
BN-120TailleS2T6R11;0.0;0.0;10.0;BNHS_0626
BN-120TailleS2T6R12;0.0;0.0;10.0;BNHS_0626
BN-120TailleS2T6R13;0.0;0.0;10.0;BNHS_0626
BN-120TailleS2T6R14;0.0;0.0;10.0;BNHS_0626
BN-120TailleS2T6R15;0.0;0.0;10.0;BNHS_0626
BN-120TailleS2T6R5;0.0;0.0;10.0;BNHS_0626
BN-120TailleS2T6R6;0.0;0.0;10.0;BNHS_0626
BN-120TailleS2T6R7;0.0;0.0;10.0;BNHS_0626
BN-120TailleS2T6R8;0.0;0.0;10.0;BNHS_0626
BN-120TailleS2T6R9;0.0;0.0;10.0;BNHS_0626
BN-80TrWF38;0.0;0.0;10.0;BNHS_0626
BN-80TrWF63;0.0;0.0;10.0;BNHS_0626
BN-80TrWF82;0.0;0.0;10.0;BNHS_0626
BN-80TrWF95;0.0;0.0;10.0;BNHS_0626
BN-48-1CSATBIS-TEFR1;0.0;0.0;10.0;BNHS_0626
BN-48-1CSATBIS-TEFR2;0.0;0.0;10.0;BNHS_0626
BN-48-1CSATBIS-TEFR3;0.0;0.0;10.0;BNHS_0626
BN-48-1CSATBIS-TEFR4;0.0;0.0;10.0;BNHS_0626
BN-48-1CSATBIS-TEFR8;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-E-MARR1;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-E-MARR2;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-E-MARR3;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-E-MARR4;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-E-MARR5;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-E-MARR6;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-E-MARR7;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-E-MARR8;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-E-MARR9;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-E-MARR10;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-E-MARR11;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-E-MARR12;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-E-MARR13;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-E-MARR14;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-E-MARR15;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-E-MARR16;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-E-MARR17;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-E-MARR18;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-E-MARR19;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-MARR1;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-MARR2;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-MARR3;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-MARR4;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-MARR5;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-MARR6;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-MARR7;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-MARR8;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-MARR9;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-MARR10;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-MARR11;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-MARR12;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-MARR13;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-MARR14;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-MARR15;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-MARR16;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-MARR17;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-MARR18;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-MARR19;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-MARR20;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-MARR21;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-MARR22;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-MARR23;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-MARR24;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-MARR25;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-E-R1;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-E-R2;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-R14;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-R15;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-R16;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-R17;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-R18;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-R19;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-R20;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-R21;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-R22;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-R23;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-R24;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-R25;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-W-R26;0.0;0.0;10.0;BNHS_0626
BNW-100-TR-E-R4;0.0;0.0;10.0;BNHS_0626
BN-80TrWF72;0.0;0.0;8.0;BNHS_0626
BN-80TrWF92;0.0;0.0;7.0;BNHS_0626
BN-80TrWF1;0.0;0.0;5.0;BNHS_0626
BN-80TrWF362;0.0;0.0;5.0;BNHS_0626
BN-40TrERcp22E2;0.0;0.0;0.0;BNHS_0626
BN-40TrWTBP1R7;0.0;0.0;0.0;BNHS_0626
BN-80Rcp296;0.0;0.0;0.0;BNHS_0626
BN-80TrE1F1;0.0;0.0;0.0;BNHS_0626
BN-80TrE1F4;0.0;0.0;0.0;BNHS_0626
BN-80TrE1F6;0.0;0.0;0.0;BNHS_0626
BN-80TrE1F7;0.0;0.0;0.0;BNHS_0626
BN-80TrE1F9;0.0;0.0;0.0;BNHS_0626
BN-80TrE2F3;0.0;0.0;0.0;BNHS_0626
BN-80TrE2F6;0.0;0.0;0.0;BNHS_0626
BN-80TrW2F13;0.0;0.0;0.0;BNHS_0626
BN-80TrW2F14;0.0;0.0;0.0;BNHS_0626
BN-80TrW2F15;0.0;0.0;0.0;BNHS_0626
BN-80TrW2F16;0.0;0.0;0.0;BNHS_0626
BN-80TrW2F19;0.0;0.0;0.0;BNHS_0626
BN-80TrW2F23;0.0;0.0;0.0;BNHS_0626
BN-80TrW2F24;0.0;0.0;0.0;BNHS_0626
BN-80TrW2F3;0.0;0.0;0.0;BNHS_0626
BN-80TrW2F31;0.0;0.0;0.0;BNHS_0626
BN-80TrW2F4;0.0;0.0;0.0;BNHS_0626
BNO-26-PL09;18.0;0.0;86.27;BNHS_0626
BNO-26-PL09;12.0;0.0;86.26;BNHS_0626
BNO-26-PL09;15.0;0.0;86.26;BNHS_0626
BNO-26-PL09;9.0;0.0;86.25;BNHS_0626
BNO-26-PL09;6.0;0.0;86.24;BNHS_0626
BNO-26-PL14;18.0;0.0;81.43;BNHS_0626
BNO-26-PL10;48.0;0.0;76.47;BNHS_0626
BNO-26-PL10;144.0;0.0;76.35;BNHS_0626
BNO-26-PL10;69.0;0.0;76.31;BNHS_0626
BNO-26-PL10;63.0;0.0;76.26;BNHS_0626
BNO-26-PL10;3.0;0.0;76.22;BNHS_0626
BNO-PL02;69.0;0.0;77.06;BNHS_0626
BNO-PL02;57.0;0.0;76.91;BNHS_0626
BNO-26-PL06;51.0;0.0;75.77;BNHS_0626
BNO-PL02;225.0;0.0;78.63;BNHS_0626
