"BHID";"AT";"BRG";"DIP";"PROJECT"
BN-120TailleS2T6R24;0.0;0.0;20.0;BNHS_0626
BN-120TailleS2T6R25;0.0;0.0;20.0;BNHS_0626
BN-120TailleS2T6R26;0.0;0.0;20.0;BNHS_0626
BN-120TailleS2T6R27;0.0;0.0;20.0;BNHS_0626
BN-120TailleS2T6R28;0.0;0.0;20.0;BNHS_0626
BN-120TailleS2T6R29;0.0;0.0;20.0;BNHS_0626
BN-120TrRcp3WR1;0.0;0.0;20.0;BNHS_0626
BN-120TrRcp3WR10;0.0;0.0;20.0;BNHS_0626
BN-120TrRcp3WR11;0.0;0.0;20.0;BNHS_0626
BN-120TrRcp3WR12;0.0;0.0;20.0;BNHS_0626
BN-120TrRcp3WR13;0.0;0.0;20.0;BNHS_0626
BN-120TrRcp3WR14;0.0;0.0;20.0;BNHS_0626
BN-120TrRcp3WR15;0.0;0.0;20.0;BNHS_0626
BN-120TrRcp3WR2;0.0;0.0;20.0;BNHS_0626
BN-120TrRcp3WR3;0.0;0.0;20.0;BNHS_0626
BN-120TrRcp3WR4;0.0;0.0;20.0;BNHS_0626
BN-120TrRcp3WR5;0.0;0.0;20.0;BNHS_0626
BN-120TrRcp3WR6;0.0;0.0;20.0;BNHS_0626
BN-120TrRcp3WR7;0.0;0.0;20.0;BNHS_0626
BN-120TrRcp3WR8;0.0;0.0;20.0;BNHS_0626
BN-120TrRcp3WR9;0.0;0.0;20.0;BNHS_0626
BN-120TrSt3WR1;0.0;0.0;20.0;BNHS_0626
BN-120TrSt3WR10;0.0;0.0;20.0;BNHS_0626
BN-120TrSt3WR11;0.0;0.0;20.0;BNHS_0626
BN-120TrSt3WR12;0.0;0.0;20.0;BNHS_0626
BN-120TrSt3WR13;0.0;0.0;20.0;BNHS_0626
BN-120TrSt3WR2;0.0;0.0;20.0;BNHS_0626
BN-120TrSt3WR3;0.0;0.0;20.0;BNHS_0626
BN-120TrSt3WR4;0.0;0.0;20.0;BNHS_0626
BN-120TrSt3WR5;0.0;0.0;20.0;BNHS_0626
BN-120TrSt3WR6;0.0;0.0;20.0;BNHS_0626
BN-120TrSt3WR7;0.0;0.0;20.0;BNHS_0626
BN-120TrSt3WR8;0.0;0.0;20.0;BNHS_0626
BN-120TrSt3WR9;0.0;0.0;20.0;BNHS_0626
BN-40TailleFoNT4R7;0.0;0.0;20.0;BNHS_0626
BN-40TailleSNVR15;0.0;0.0;20.0;BNHS_0626
BN-40TailleSNVR16;0.0;0.0;20.0;BNHS_0626
BN-40TailleSNVR17;0.0;0.0;20.0;BNHS_0626
BN-40TailleSNVR18;0.0;0.0;20.0;BNHS_0626
BN-40TailleSNVR19;0.0;0.0;20.0;BNHS_0626
BN-40TailleSNVR20;0.0;0.0;20.0;BNHS_0626
BN-40TailleSNVR6;0.0;0.0;20.0;BNHS_0626
BN-80Taille1W18FR66;0.0;0.0;20.0;BNHS_0626
BN-80Taille1W18FR67;0.0;0.0;20.0;BNHS_0626
BN-80Taille1W18FR68;0.0;0.0;20.0;BNHS_0626
BN-80Taille1W18FR75;0.0;0.0;20.0;BNHS_0626
BN-80Taille1W18FR77;0.0;0.0;20.0;BNHS_0626
BN-80Taille1W18FR79;0.0;0.0;20.0;BNHS_0626
BN-80Taille1W18FR81;0.0;0.0;20.0;BNHS_0626
BN-80Taille1W18FR82;0.0;0.0;20.0;BNHS_0626
BN-80Taille1W18FR83;0.0;0.0;20.0;BNHS_0626
BN-80Taille1W18FR84;0.0;0.0;20.0;BNHS_0626
BN-80Taille1W18FR85;0.0;0.0;20.0;BNHS_0626
BN-80Taille1W18FR86;0.0;0.0;20.0;BNHS_0626
BN-80Taille1W19R2;0.0;0.0;20.0;BNHS_0626
BN-80Taille1W19R3;0.0;0.0;20.0;BNHS_0626
BN-80Taille1W19R4;0.0;0.0;20.0;BNHS_0626
BN-80Taille1W19R5;0.0;0.0;20.0;BNHS_0626
BN-80Taille1W19R6;0.0;0.0;20.0;BNHS_0626
BN-80Taille1W19R7;0.0;0.0;20.0;BNHS_0626
BN-80TrW3GF8;0.0;0.0;20.0;BNHS_0626
BN-80TrWF39;0.0;0.0;20.0;BNHS_0626
BN-80TrWF53;0.0;0.0;20.0;BNHS_0626
BN-80TrWF54;0.0;0.0;20.0;BNHS_0626
BN-80TrWF60;0.0;0.0;20.0;BNHS_0626
BN-80TrWF84;0.0;0.0;20.0;BNHS_0626
BN-40Tr1CSPWEFR14;0.0;0.0;20.0;BNHS_0626
BN-40Tr1CSPWEFR15;0.0;0.0;20.0;BNHS_0626
BN-40Tr1CSPWEFR16;0.0;0.0;20.0;BNHS_0626
BN-40Tr1CSPWEFR17;0.0;0.0;20.0;BNHS_0626
BN-40Tr1CSPWEFR18;0.0;0.0;20.0;BNHS_0626
BN-40Tr1CSPWEFR19;0.0;0.0;20.0;BNHS_0626
BN-40Tr1CSPWEFR20;0.0;0.0;20.0;BNHS_0626
BN-120TailleS2TrEFR1;0.0;0.0;20.0;BNHS_0626
BN-120TailleS2TrEFR2;0.0;0.0;20.0;BNHS_0626
BN-120TailleS2TrEFR3;0.0;0.0;20.0;BNHS_0626
BN-120TailleS2TrEFR4;0.0;0.0;20.0;BNHS_0626
BN-120TailleS2TrEFR5;0.0;0.0;20.0;BNHS_0626
BN-120TailleS2TrEFR6;0.0;0.0;20.0;BNHS_0626
BN-120TailleS2TrEFR7;0.0;0.0;20.0;BNHS_0626
BN-120TailleS2TrEFR8;0.0;0.0;20.0;BNHS_0626
BN-120TailleS2TrEFR9;0.0;0.0;20.0;BNHS_0626
BN-120TailleS2TrEFR10;0.0;0.0;20.0;BNHS_0626
BN-120TailleS2TrEFR11;0.0;0.0;20.0;BNHS_0626
BN-120TailleS2TrEFR12;0.0;0.0;20.0;BNHS_0626
BN-120TailleS2TrEFR13;0.0;0.0;20.0;BNHS_0626
BN-120TailleS2TrEFR14;0.0;0.0;20.0;BNHS_0626
BN-120TailleS2TrEFR15;0.0;0.0;20.0;BNHS_0626
BN-120TailleS2TrEFR16;0.0;0.0;20.0;BNHS_0626
BN-120TailleS2TrEFR17;0.0;0.0;20.0;BNHS_0626
BN-120TailleS2TrEFR18;0.0;0.0;20.0;BNHS_0626
BN-120Taille1CP3W2R1;0.0;0.0;20.0;BNHS_0626
BN-120Taille1CP3W2R2;0.0;0.0;20.0;BNHS_0626
BN-120Taille1CP3W2R3;0.0;0.0;20.0;BNHS_0626
BN-120Taille1CP3W2R4;0.0;0.0;20.0;BNHS_0626
BN-120Taille1CP3W2R5;0.0;0.0;20.0;BNHS_0626
BN-120Taille1CP3W2R6;0.0;0.0;20.0;BNHS_0626
BN-120Taille1CP3W2R7;0.0;0.0;20.0;BNHS_0626
BN-120Taille1CP3W2R8;0.0;0.0;20.0;BNHS_0626
BN-120Taille1CP3W2R9;0.0;0.0;20.0;BNHS_0626
BN-120Taille1CP3W2R10;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR9;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR10;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR11;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR12;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR13;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR14;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR15;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR16;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR17;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR18;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR19;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR20;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR21;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR22;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR23;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR24;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR25;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR26;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR27;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR28;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR29;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR30;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR31;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR32;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR33;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR34;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR35;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR36;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR37;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR38;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR39;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR40;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR41;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR42;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR43;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR44;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR45;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR46;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR47;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR48;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR49;0.0;0.0;20.0;BNHS_0626
BN-48-1CSATBIS-TEFR50;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR1;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR2;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR3;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR4;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR5;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR6;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR7;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR8;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR9;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR10;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR11;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR12;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR13;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR14;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR15;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR16;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR17;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR18;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR19;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR22;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR23;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFRE1;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR24;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR25;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR26;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR27;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR28;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR29;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR30;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR31;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR32;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR33;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR34;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR35;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR36;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR37;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR38;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR39;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR40;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR41;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR42;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR43;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR44;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR45;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR46;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR47;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR48;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR49;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR50;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR51;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR52;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR53;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR54;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR55;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR56;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR57;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR58;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR59;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR60;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR61;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR62;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR63;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR64;0.0;0.0;20.0;BNHS_0626
BN-48-1C-SAT2-SUI-TEFR65;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TEFR1;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TEFR2;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TEFR3;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TEFR4;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TEFR5;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TEFR6;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TEFR7;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TEFR8;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TEFR9;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TEFR10;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TEFR11;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TEFR12;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TEFR13;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TEFR14;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TEFR15;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TEFR16;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TEFR17;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TEFR18;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TEFR19;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TEFR20;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TEFR21;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TEFR22;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TEFR23;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TEFR24;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TEFR25;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TWFR1;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TWFR2;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TWFR3;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TWFR4;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TWFR5;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TWFR6;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TWFR7;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TWFR8;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TWFR9;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TWFR10;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TWFR11;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TWFR12;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TWFR13;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TWBISFR1;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TWBISFR2;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TWBISFR3;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TWBISFR4;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TWBISFR5;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TWBISFR6;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TWBISFR7;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TWBISFRE1;0.0;0.0;20.0;BNHS_0626
BN-60-1C-SAT1-TWBISFR8;0.0;0.0;20.0;BNHS_0626
BN-60-1C-QZ-TWFR1;0.0;0.0;20.0;BNHS_0626
BN-60-1C-QZ-TWFR2;0.0;0.0;20.0;BNHS_0626
BN-60-1C-QZ-TWFR3;0.0;0.0;20.0;BNHS_0626
BN-60-1C-QZ-TWFR4;0.0;0.0;20.0;BNHS_0626
BN-60-1C-QZ-TWFR5;0.0;0.0;20.0;BNHS_0626
BN-60-1C-QZ-TWFR6;0.0;0.0;20.0;BNHS_0626
BN-55-PPL-TREFR1;0.0;0.0;20.0;BNHS_0626
BN-55-PPL-TREFR2;0.0;0.0;20.0;BNHS_0626
BN-55-PPL-TREFR3;0.0;0.0;20.0;BNHS_0626
BN-55-PPL-TREFR4;0.0;0.0;20.0;BNHS_0626
BN-55-PPL-TREFR5;0.0;0.0;20.0;BNHS_0626
BN-55-PPL-TREFR6;0.0;0.0;20.0;BNHS_0626
BN-55-PPL-TREFR7;0.0;0.0;20.0;BNHS_0626
BN-55-PPL-TREFR8;0.0;0.0;20.0;BNHS_0626
BN-55-PPL-TREFR9;0.0;0.0;20.0;BNHS_0626
BN-55-PPL-TREFR10;0.0;0.0;20.0;BNHS_0626
BN-55-PPL-TREFR11;0.0;0.0;20.0;BNHS_0626
BN-55-PPL-TREFR12;0.0;0.0;20.0;BNHS_0626
BN-55-PPL-TREFR13;0.0;0.0;20.0;BNHS_0626
BN-55-PPL-TREFR15;0.0;0.0;20.0;BNHS_0626
BN-55-PPL-TREFR16;0.0;0.0;20.0;BNHS_0626
BN-55-PPL-TREFR17;0.0;0.0;20.0;BNHS_0626
BN-55-PPL-TREFR18;0.0;0.0;20.0;BNHS_0626
BN-55-PPL-TREFR19;0.0;0.0;20.0;BNHS_0626
BN-55-PPL-TREFR20;0.0;0.0;20.0;BNHS_0626
BN-55-PPL-TREFR21;0.0;0.0;20.0;BNHS_0626
BN-55-PPL-TREFR22;0.0;0.0;20.0;BNHS_0626
BN-55-PPL-TREFR23;0.0;0.0;20.0;BNHS_0626
BN-55-PPL-TREFR24;0.0;0.0;20.0;BNHS_0626
BN-55-PPL-TREFR25;0.0;0.0;20.0;BNHS_0626
BN-55-PPL-TREFR26;0.0;0.0;20.0;BNHS_0626
BN-55-PPL-TREFR27;0.0;0.0;20.0;BNHS_0626
BN-55-PPL-TREFR28;0.0;0.0;20.0;BNHS_0626
BN-55-PPL-TREFR29;0.0;0.0;20.0;BNHS_0626
BN-55-PPL-TREFR30;0.0;0.0;20.0;BNHS_0626
BN-55-PPL-TREFR31;0.0;0.0;20.0;BNHS_0626
BN-55-PPL-TREFR32;0.0;0.0;20.0;BNHS_0626
BN-55-PPL-TREFR33;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EST-TREFR1;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EST-TREFR2;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EST-TREFR3;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EST-TREFR4;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EST-TREFR5;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EST-TREFR6;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EST-TREFR7;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EST-TREFR8;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EST-TREFR9;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EST-TREFR10;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EST-TREFR11;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EST-TREFR12;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EST-TREFR13;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EST-TREFR14;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EST-TREFR15;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EST-TREFR16;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EST-TREFR17;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EST-TREFR18;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EST-TREFR19;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EST-TREFR20;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EST-TREFR21;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EST-TREFR22;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EST-TREFR23;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EST-TREFR24;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EST-TREFR25;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EST-TREFR26;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EST-TREFR27;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EST-TREFR28;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EST-TREFR29;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EST-TREFR30;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EXST-TREFR1;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EXST-TREFR2;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EXST-TREFR3;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EXST-TREFR4;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EXST-TREFR5;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EXST-TREFR6;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EXST-TREFR7;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EXST-TREFR8;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EXST-TREFR9;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EXST-TREFR10;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EXST-TREFR11;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EXST-TREFR12;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EXST-TREFR13;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EXST-TREFR14;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EXST-TREFR142;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EXST-TREFR15;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EXST-TREFR16;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EXST-TREFR17;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EXST-TREFR18;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EXST-TREFR19;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EXST-TREFR20;0.0;0.0;20.0;BNHS_0626
BN-60PPL-EXST-TREFR21;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TREFR1;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TREFR2;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TREFR3;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TREFR4;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TREFR6;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TREFR7;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TREFR8;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TREFR9;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TREFR10;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TREFR11;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TREFR12;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TREFR13;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TREFR14;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TREFR15;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TREFR16;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TREFR17;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TREFR18;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TREFR19;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TREFR20;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TREFR21;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TREFR22;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TREFR23;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TREFR24;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TREFR25;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TREFR26;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TREFR27;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TRWFR1;0.0;0.0;20.0;BNHS_0626
BN-68PPL-TRWFR3;0.0;0.0;20.0;BNHS_0626
